date,cat_health_conditions
2011m1,-.0213297
2011m2,.5378758
2011m3,1.000545
2011m4,.5428917
2011m5,-.0514336
2011m6,-.4529778
2011m7,-.8616058
2011m8,-.7151981
2011m9,-.2267876
2011m10,-.1525299
2011m11,-.3912622
2011m12,-.5446124
2012m1,-.182228
2012m2,.4671276
2012m3,.9350836
2012m4,.7895268
2012m5,.0529756
2012m6,-.6151599
2012m7,-.8124973
2012m8,-.4942765
2012m9,-.0827346
2012m10,-.1999446
2012m11,-.6928797
2012m12,-.7820994
2013m1,-.3660604
2013m2,.2220968
2013m3,.6071627
2013m4,.6004531
2013m5,.0448541
2013m6,-.6233872
2013m7,-1.075265
2013m8,-.9538176
2013m9,-.1946424
2013m10,.4397268
2013m11,.3876401
2013m12,.0807173
2014m1,.2583257
2014m2,.1692325
2014m3,-.1919481
2014m4,-.7082115
2014m5,-.9599292
2014m6,-.8522198
2014m7,-.6896117
2014m8,-.4978563
2014m9,-.213641
2014m10,-.1090774
2014m11,-.3093159
2014m12,-.2854961
2015m1,.008326
2015m2,.6339138
2015m3,1.136317
2015m4,1.014776
2015m5,.2164041
2015m6,-.0897648
2015m7,-.0931111
2015m8,.1265398
2015m9,.5872986
2015m10,.9710484
2015m11,.8615099
2015m12,.5939696
2016m1,.7636154
2016m2,1.013242
2016m3,.6809392
2016m4,-.2512224
