date,cat_health_worries
2008m1,-.5757114
2008m2,-.3455346
2008m3,-.1157031
2008m4,.0179083
2008m5,-.0185753
2008m6,-.1309849
2008m7,.0127092
2008m8,.3611173
2008m9,.9118973
2008m10,1.165908
2008m11,1.175638
2008m12,.9455417
2009m1,.9205469
2009m2,.9566015
2009m3,.8735518
2009m4,.787254
2009m5,.6868485
2009m6,.7606922
2009m7,1.020353
2009m8,1.316401
2009m9,1.652454
2009m10,2.092098
2009m11,2.186636
2009m12,1.957723
2010m1,1.677339
2010m2,1.674627
2010m3,1.807999
2010m4,1.843534
2010m5,1.70659
2010m6,1.589713
2010m7,1.282986
2010m8,1.031758
2010m9,.8756183
2010m10,.8738743
2010m11,1.017987
2010m12,1.033662
2011m1,1.083655
2011m2,.9125566
2011m3,.552146
2011m4,.2275243
2011m5,.111592
2011m6,.0853485
2011m7,.1297382
2011m8,.3687153
2011m9,.5603375
2011m10,.4763479
2011m11,.232786
2011m12,.0257734
2012m1,-.0404909
2012m2,.0170972
2012m3,-.0609045
2012m4,-.203468
2012m5,-.4081736
2012m6,-.5912148
2012m7,-.6223968
2012m8,-.5897748
2012m9,-.5411019
2012m10,-.4987072
2012m11,-.636665
2012m12,-.6728544
2013m1,-.5851617
2013m2,-.5084848
2013m3,-.4791676
2013m4,-.5473614
2013m5,-.6735696
2013m6,-.7767718
2013m7,-.7758552
2013m8,-.7774152
2013m9,-.7217951
2013m10,-.7063907
2013m11,-.7841862
2013m12,-.8707036
2014m1,-.9363264
2014m2,-.9496519
2014m3,-.8279695
2014m4,-.7524981
2014m5,-.7193874
2014m6,-.7445796
2014m7,-.8247033
2014m8,-.886676
2014m9,-.8342882
2014m10,-.7433487
2014m11,-.7556564
2014m12,-.7253717
2015m1,-.6095561
2015m2,-.5321378
2015m3,-.743854
2015m4,-1.069271
2015m5,-1.31505
2015m6,-1.391932
2015m7,-1.349689
2015m8,-1.291013
2015m9,-1.217407
2015m10,-1.165901
2015m11,-1.127635
2015m12,-1.097252
2016m1,-1.008001
2016m2,-.9966492
2016m3,-1.052096
2016m4,-1.074161
