fin_security_f
.8208645
-.1390067
-.3802814
-.2128959
-.0370305
.3216116
.7450421
.8713286
-1.27231
-1.694839
.3165833
.0263484
.0573984
-.7970588
-1.200577
-1.35406
-1.265086
.2149907
-.1104332
-.3710966
-1.558863
-1.445203
-.2936227
.4150362
.5259284
-1.110304
-1.253654
-1.241693
-.5592187
.4520711
1.366493
.9381706
.8366346
.1400126
.0735893
1.641806
.9741603
.694124
.6344689
1.207382
1.65012
1.765953
2.089407
1.648556
-.452183
-.4897811
-.0185816
.2933663
.2020618
-.5740348
-.9223013
-1.235876
-1.062365
.5864494
1.66251
-.244098
-1.876011
