date,cat_healthy_habits
2008m1,.0126334
2008m2,-.6007525
2008m3,-1.146574
2008m4,-1.272184
2008m5,-1.329986
2008m6,-1.43723
2008m7,-1.589264
2008m8,-1.595107
2008m9,-1.666186
2008m10,-1.801772
2008m11,-1.810467
2008m12,-1.724041
2009m1,-1.350992
2009m2,-.9675416
2009m3,-.9078963
2009m4,-1.124959
2009m5,-1.25721
2009m6,-1.173726
2009m7,-1.110596
2009m8,-.9772263
2009m9,-.5101106
2009m10,.211179
2009m11,.6041989
2009m12,.9135404
2010m1,1.573436
2010m2,2.137379
2010m3,2.338921
2010m4,2.293612
2010m5,2.03545
2010m6,1.72742
2010m7,1.220443
2010m8,.9289208
2010m9,.8183975
2010m10,.6066372
2010m11,.5295322
2010m12,.3257268
2011m1,.352995
2011m2,.240913
2011m3,.3734675
2011m4,.5494602
2011m5,.4038223
2011m6,.2690676
2011m7,.1137381
2011m8,-.0780093
2011m9,-.1956809
2011m10,-.3291821
2011m11,-.4406238
2011m12,-.4059808
2012m1,-.0459984
2012m2,.1883606
2012m3,.2812572
2012m4,.2837938
2012m5,.3093693
2012m6,.2977286
2012m7,.2532791
2012m8,-.05067
2012m9,-.4720878
2012m10,-.6642764
2012m11,-.6532428
2012m12,-.3342781
2013m1,.2247024
2013m2,.6139393
2013m3,.6343396
2013m4,.481167
2013m5,.3208071
2013m6,.1064085
2013m7,-.2014954
2013m8,-.5080336
2013m9,-.675017
2013m10,-.6970932
2013m11,-.5761004
2013m12,-.3722271
2014m1,-.0662347
2014m2,.0500375
2014m3,.1752818
2014m4,.1753525
2014m5,.0500884
2014m6,.0225907
2014m7,-.026688
2014m8,-.1494225
2014m9,-.3342337
2014m10,-.5289823
2014m11,-.4742118
2014m12,-.0861014
2015m1,.4526282
2015m2,.8445327
2015m3,1.086599
2015m4,1.11544
2015m5,.9565144
2015m6,.801088
2015m7,.42182
2015m8,.0873992
2015m9,-.2588368
2015m10,-.4693771
2015m11,-.3001762
2015m12,.1568033
2016m1,.8353096
2016m2,1.186245
2016m3,1.081388
2016m4,.6729227
