date,swb_security
2008m1,.0899045
2008m2,.0175116
2008m3,.0773972
2008m4,.2644959
2008m5,.6583446
2008m6,.837509
2008m7,.6399577
2008m8,.2398843
2008m9,-.6471443
2008m10,-1.105168
2008m11,-.8617372
2008m12,-.2945037
2009m1,.0842828
2009m2,.3581715
2009m3,.4896834
2009m4,.8047753
2009m5,1.251664
2009m6,1.322439
2009m7,1.019666
2009m8,.4230428
2009m9,.0516056
2009m10,.1280897
2009m11,.2873566
2009m12,.570074
2010m1,.6727903
2010m2,.8288713
2010m3,.910675
2010m4,.8940518
2010m5,.7515523
2010m6,.8214933
2010m7,.8758529
2010m8,.64152
2010m9,.4019302
2010m10,.244775
2010m11,.2623043
2010m12,.3626938
2011m1,.5084714
2011m2,.6807031
2011m3,1.039172
2011m4,1.416078
2011m5,1.697564
2011m6,1.720208
2011m7,1.480873
2011m8,1.225161
2011m9,.9321936
2011m10,.9498661
2011m11,1.220817
2011m12,1.530772
2012m1,1.886113
2012m2,2.100269
2012m3,2.093168
2012m4,2.004388
2012m5,2.080765
2012m6,2.211986
2012m7,2.262846
2012m8,2.014975
2012m9,1.766215
2012m10,1.627119
2012m11,1.494881
2012m12,1.544038
2013m1,1.724886
2013m2,2.099148
2013m3,2.424278
2013m4,2.578625
2013m5,2.61192
2013m6,2.490882
2013m7,2.329119
2013m8,2.041958
2013m9,1.703691
2013m10,1.516986
2013m11,1.597898
2013m12,1.908598
2014m1,2.168342
2014m2,2.329236
2014m3,2.411799
2014m4,2.442091
2014m5,2.437962
2014m6,2.310932
2014m7,2.182339
2014m8,2.102519
2014m9,2.056337
2014m10,2.114345
2014m11,2.250064
2014m12,2.337656
2015m1,2.420959
2015m2,2.465026
2015m3,2.304913
2015m4,2.348539
2015m5,2.558279
2015m6,2.536324
2015m7,2.256099
2015m8,2.008213
2015m9,1.77588
2015m10,1.663654
2015m11,1.613548
2015m12,1.841844
2016m1,2.24197
2016m2,2.542165
2016m3,2.631229
2016m4,2.700597
