date,cat_health_conditions
2008m1,-.2243158
2008m2,-.0659394
2008m3,-.0639078
2008m4,-.0922109
2008m5,-.5642385
2008m6,-1.08002
2008m7,-1.441249
2008m8,-1.303426
2008m9,-.7967939
2008m10,-.3623107
2008m11,-.174138
2008m12,-.2711641
2009m1,-.1444945
2009m2,.4220912
2009m3,.8284501
2009m4,.8545839
2009m5,.3659431
2009m6,-.2217627
2009m7,-.6265978
2009m8,-.4406656
2009m9,.3474179
2009m10,1.280183
2009m11,1.559804
2009m12,1.289727
2010m1,1.284254
2010m2,1.813484
2010m3,2.340715
2010m4,2.27966
2010m5,1.500453
2010m6,.4995069
2010m7,-.1450469
2010m8,-.0982956
2010m9,.300525
2010m10,.7251946
2010m11,.8044996
2010m12,.5542901
2011m1,.4060931
2011m2,.6952844
2011m3,.6986549
2011m4,.2753864
2011m5,-.4999913
2011m6,-1.057287
2011m7,-1.383784
2011m8,-1.428632
2011m9,-.9177893
2011m10,-.4807349
2011m11,-.4214517
2011m12,-.4214408
2012m1,-.1737511
2012m2,.0744676
2012m3,.074379
2012m4,-.1946699
2012m5,-.6839415
2012m6,-1.320531
2012m7,-1.673817
2012m8,-1.606454
2012m9,-1.179263
2012m10,-.7128377
2012m11,-.2861785
2012m12,-.2066481
2013m1,-.2925026
2013m2,-.3176053
2013m3,-.4003711
2013m4,-.4429629
2013m5,-.6569777
2013m6,-.6070131
2013m7,-.0737845
2013m8,.3605002
2013m9,.7503788
2013m10,1.17466
2013m11,1.212108
2013m12,.7859021
2014m1,.3638107
2014m2,.1977011
2014m3,.1157461
2014m4,.2172918
2014m5,.528208
2014m6,.5039564
2014m7,.2472821
2014m8,.0411194
2014m9,.0432783
2014m10,-.1569452
2014m11,-.4915443
2014m12,-.62098
2015m1,-.3278897
2015m2,.0119942
2015m3,.1694694
2015m4,.0218353
2015m5,-.4248498
2015m6,-.818417
2015m7,-.9666843
2015m8,-.7850447
2015m9,-.3133068
2015m10,.0572006
2015m11,.0966669
2015m12,-.0071212
2016m1,.0969284
2016m2,.4367746
2016m3,.7330424
2016m4,1.028878
