date,swb_security
2011m1,-.7539429
2011m2,-.5573093
2011m3,-.2085707
2011m4,.1748859
2011m5,.274646
2011m6,.0422927
2011m7,.0220464
2011m8,.0456911
2011m9,.1220659
2011m10,.0467917
2011m11,.2905707
2011m12,.6527586
2012m1,1.017927
2012m2,1.234149
2012m3,1.389706
2012m4,1.4409
2012m5,1.480206
2012m6,1.342932
2012m7,1.09863
2012m8,.7435846
2012m9,.2264472
2012m10,-.0073385
2012m11,.043799
2012m12,.5079135
2013m1,.8773691
2013m2,1.148827
2013m3,1.2348
2013m4,1.448746
2013m5,1.452671
2013m6,1.611439
2013m7,2.020935
2013m8,2.118595
2013m9,1.812089
2013m10,1.351255
2013m11,1.121419
2013m12,1.067732
2014m1,1.326403
2014m2,1.766655
2014m3,2.235625
2014m4,2.420072
2014m5,2.524275
2014m6,2.503394
2014m7,2.459768
2014m8,2.27878
2014m9,2.005959
2014m10,1.903011
2014m11,1.932604
2014m12,1.885142
2015m1,1.906001
2015m2,2.109634
2015m3,2.320336
2015m4,2.265594
2015m5,2.248238
2015m6,2.221196
2015m7,2.145212
2015m8,2.054096
2015m9,2.035826
2015m10,1.945329
2015m11,1.831871
2015m12,1.736543
2016m1,2.047343
2016m2,2.459033
2016m3,2.669754
2016m4,2.512203
