date,swb_enjoyment
2008m1,-2.216385
2008m2,-1.46623
2008m3,-.6957955
2008m4,-.2005177
2008m5,-.0844097
2008m6,.0428055
2008m7,.0644293
2008m8,-.0422909
2008m9,-.3599143
2008m10,-.7313536
2008m11,-1.282441
2008m12,-1.60056
2009m1,-2.000936
2009m2,-2.066076
2009m3,-1.995742
2009m4,-1.355164
2009m5,-.6491368
2009m6,-.3627472
2009m7,-.4740829
2009m8,-1.1792
2009m9,-2.148897
2009m10,-3.09987
2009m11,-3.338201
2009m12,-2.554253
2010m1,-2.027556
2010m2,-1.838162
2010m3,-1.373464
2010m4,-1.164634
2010m5,-.9613007
2010m6,-.6493733
2010m7,-.9458128
2010m8,-1.498249
2010m9,-1.922982
2010m10,-1.897014
2010m11,-1.544101
2010m12,-1.595959
2011m1,-1.902536
2011m2,-2.061415
2011m3,-1.95472
2011m4,-1.708618
2011m5,-1.383783
2011m6,-1.169807
2011m7,-1.51857
2011m8,-2.045421
2011m9,-2.205857
2011m10,-2.366397
2011m11,-2.294182
2011m12,-1.912867
2012m1,-1.455704
2012m2,-1.09225
2012m3,-.67849
2012m4,-.4638318
2012m5,-.5188201
2012m6,-.8244284
2012m7,-1.282287
2012m8,-1.551746
2012m9,-1.559956
2012m10,-1.488085
2012m11,-1.292971
2012m12,-1.100959
2013m1,-.985925
2013m2,-1.039266
2013m3,-1.119926
2013m4,-1.150244
2013m5,-.6741966
2013m6,-.1335488
2013m7,-.1935554
2013m8,-.8756282
2013m9,-1.269751
2013m10,-1.286759
2013m11,-1.290344
2013m12,-1.386303
2014m1,-1.733664
2014m2,-1.553236
2014m3,-1.152849
2014m4,-.7095163
2014m5,-.5234458
2014m6,-.632516
2014m7,-1.000486
2014m8,-1.30184
2014m9,-1.580363
2014m10,-1.674146
2014m11,-1.561071
2014m12,-1.829258
2015m1,-2.204409
2015m2,-1.94861
2015m3,-1.6636
2015m4,-1.206766
2015m5,-1.100857
2015m6,-.9442666
2015m7,-1.314391
2015m8,-1.718327
2015m9,-2.004936
2015m10,-2.000267
2015m11,-1.60419
2015m12,-1.547289
2016m1,-1.778919
2016m2,-1.426822
2016m3,-.6975605
2016m4,.4435629
