date,swb_stress
2011m1,.1617501
2011m2,-.2505329
2011m3,-.9688538
2011m4,-1.421699
2011m5,-1.608495
2011m6,-1.12253
2011m7,-.5216343
2011m8,.1548147
2011m9,.5017609
2011m10,.6098642
2011m11,.292391
2011m12,.0024032
2012m1,.003835
2012m2,.3817524
2012m3,.3352139
2012m4,.2488897
2012m5,.1315095
2012m6,.0875599
2012m7,.2529346
2012m8,.6621645
2012m9,.9435222
2012m10,.980378
2012m11,.4449586
2012m12,-.2666363
2013m1,-.6762288
2013m2,-.8738776
2013m3,-1.123817
2013m4,-1.246657
2013m5,-1.069545
2013m6,-.6586031
2013m7,-.2488444
2013m8,-.2173802
2013m9,-.4901247
2013m10,-.8814068
2013m11,-1.20098
2013m12,-1.317915
2014m1,-1.037215
2014m2,-.9644238
2014m3,-1.191787
2014m4,-1.342123
2014m5,-1.224319
2014m6,-1.294198
2014m7,-1.560794
2014m8,-1.530329
2014m9,-1.746792
2014m10,-1.99335
2014m11,-2.098467
2014m12,-2.015345
2015m1,-1.753453
2015m2,-1.422415
2015m3,-1.584605
2015m4,-1.725797
2015m5,-1.913832
2015m6,-1.848235
2015m7,-1.367311
2015m8,-.8610791
2015m9,-.5957685
2015m10,-.553569
2015m11,-.5242587
2015m12,-.4822027
2016m1,-.6420237
2016m2,-.9477652
2016m3,-1.064693
2016m4,-.9195433
