date,swb_learn
2008m1,-2.553298
2008m2,-1.699846
2008m3,-.8822965
2008m4,.3012251
2008m5,1.231315
2008m6,1.31718
2008m7,.9008672
2008m8,.2761444
2008m9,-.2360834
2008m10,-.4167586
2008m11,-.5409715
2008m12,-1.091032
2009m1,-1.56095
2009m2,-1.48369
2009m3,-.8246351
2009m4,-.0326447
2009m5,.6828378
2009m6,.9606966
2009m7,1.104907
2009m8,1.054994
2009m9,1.164483
2009m10,1.19497
2009m11,1.089314
2009m12,.9063895
2010m1,1.057294
2010m2,1.529015
2010m3,2.142964
2010m4,2.59695
2010m5,2.68714
2010m6,2.274957
2010m7,1.651839
2010m8,1.181811
2010m9,.9383135
2010m10,.6150038
2010m11,.5201224
2010m12,.4930301
2011m1,.3535214
2011m2,.5110302
2011m3,.9938502
2011m4,1.533282
2011m5,1.873116
2011m6,1.723331
2011m7,1.394433
2011m8,1.059455
2011m9,.933365
2011m10,.8475453
2011m11,.710885
2011m12,.5402302
2012m1,.3765786
2012m2,.4457037
2012m3,.8637787
2012m4,1.344596
2012m5,1.63602
2012m6,1.52736
2012m7,1.327412
2012m8,1.204
2012m9,.9232932
2012m10,.5878376
2012m11,.2178217
2012m12,-.0086402
2013m1,-.0103486
2013m2,.3361357
2013m3,.6467193
2013m4,.9278967
2013m5,1.101343
2013m6,1.03387
2013m7,.7537124
2013m8,.5658043
2013m9,.4907271
2013m10,.4320791
2013m11,.1976142
2013m12,-.061365
2014m1,-.1598475
2014m2,-.1201055
2014m3,.1360989
2014m4,.3123145
2014m5,.4367917
2014m6,.5755751
2014m7,.5967959
2014m8,.5015142
2014m9,.379568
2014m10,.1811862
2014m11,.0164642
2014m12,-.0675809
2015m1,-.185746
2015m2,-.0778655
2015m3,.1253059
2015m4,.3846298
2015m5,.568222
2015m6,.8095488
2015m7,.9338667
2015m8,1.01478
2015m9,.9372086
2015m10,.4836254
2015m11,-.1209956
2015m12,-.6788129
2016m1,-.8641428
2016m2,-.9239025
2016m3,-.7235561
2016m4,-.3102323
