date,swb_happiness
2008m1,.0150983
2008m2,.3714584
2008m3,.6477171
2008m4,.9326745
2008m5,1.252412
2008m6,1.567159
2008m7,1.614825
2008m8,1.037502
2008m9,.1808782
2008m10,-.5546898
2008m11,-1.115289
2008m12,-1.409436
2009m1,-1.737693
2009m2,-1.529894
2009m3,-1.082217
2009m4,-.4397292
2009m5,-.0361376
2009m6,.0292042
2009m7,-.3166835
2009m8,-.921727
2009m9,-1.535095
2009m10,-1.762767
2009m11,-1.763478
2009m12,-1.921381
2010m1,-1.991541
2010m2,-1.552741
2010m3,-1.405708
2010m4,-1.031855
2010m5,-.4288134
2010m6,.0539748
2010m7,-.0740234
2010m8,-.4393154
2010m9,-.5984535
2010m10,-.3794021
2010m11,.039039
2010m12,-.0422725
2011m1,-.3742765
2011m2,-.4042133
2011m3,-.2961611
2011m4,-.1413267
2011m5,-.2455267
2011m6,-.491351
2011m7,-.469036
2011m8,-.5476375
2011m9,-.5278662
2011m10,-.2994196
2011m11,-.216277
2011m12,-.0647177
2012m1,-.0862581
2012m2,.1000295
2012m3,.2145315
2012m4,.2920322
2012m5,.1402751
2012m6,.0977427
2012m7,-.0815765
2012m8,-.2705312
2012m9,-.3019753
2012m10,-.0641037
2012m11,.0224212
2012m12,.0618502
2013m1,-.0469653
2013m2,-.1026029
2013m3,-.1588665
2013m4,.0442156
2013m5,.4111099
2013m6,.6879132
2013m7,.6591783
2013m8,.3649478
2013m9,-.0050192
2013m10,-.0851913
2013m11,.0993959
2013m12,.1112851
2014m1,-.1543127
2014m2,.0044393
2014m3,.2676798
2014m4,.6347079
2014m5,.6379681
2014m6,.3396947
2014m7,.0683217
2014m8,.0011502
2014m9,.1572826
2014m10,.6910542
2014m11,.9893654
2014m12,.8445005
2015m1,.6128721
2015m2,.7983612
2015m3,1.056426
2015m4,1.27297
2015m5,1.203068
2015m6,.925899
2015m7,.6882196
2015m8,.4847879
2015m9,.3263423
2015m10,.4758983
2015m11,.8294476
2015m12,.9344181
2016m1,.7710483
2016m2,.9926094
2016m3,1.151592
2016m4,1.62503
