date,swb_security
2011m1,-.5668534
2011m2,.0079779
2011m3,.3926654
2011m4,.5608261
2011m5,.5349092
2011m6,.3470779
2011m7,.0067927
2011m8,-.1321918
2011m9,-.0038525
2011m10,-.1309224
2011m11,-.3412532
2011m12,-.3340575
2012m1,.1220041
2012m2,.685813
2012m3,1.216369
2012m4,1.418043
2012m5,1.440597
2012m6,1.340009
2012m7,1.08035
2012m8,.7046614
2012m9,.2796615
2012m10,-.0642048
2012m11,-.2068105
2012m12,-.3042095
2013m1,-.0817101
2013m2,.5178869
2013m3,1.237352
2013m4,1.627154
2013m5,1.871608
2013m6,2.023604
2013m7,2.03171
2013m8,1.82526
2013m9,1.628431
2013m10,1.534813
2013m11,1.600974
2013m12,1.780138
2014m1,2.083725
2014m2,2.198822
2014m3,2.135927
2014m4,2.181693
2014m5,2.346836
2014m6,2.296094
2014m7,2.185428
2014m8,2.090638
2014m9,1.965918
2014m10,1.958537
2014m11,1.957412
2014m12,1.904971
2015m1,1.867761
2015m2,1.958249
2015m3,2.045686
2015m4,1.980531
2015m5,2.056784
2015m6,1.988485
2015m7,1.961748
2015m8,2.03887
2015m9,2.053658
2015m10,2.037043
2015m11,2.044393
2015m12,2.077084
2016m1,2.196819
2016m2,2.365589
2016m3,2.452295
2016m4,2.668491
