region,date,solidarite
Rhone-Alpes,2013m1,.20893262
Rhone-Alpes,2013m2,-.052580934
Rhone-Alpes,2013m3,.18573235
Rhone-Alpes,2013m4,-.23519389
Rhone-Alpes,2013m5,.19437277
Rhone-Alpes,2013m6,.24079117
Rhone-Alpes,2013m7,-1.2075421
Rhone-Alpes,2013m8,-.85446024
Rhone-Alpes,2013m9,-.057636634
Rhone-Alpes,2013m10,-.1590579
Rhone-Alpes,2013m11,.6512484
Rhone-Alpes,2013m12,-.36051521
Rhone-Alpes,2014m1,.44493118
Rhone-Alpes,2014m2,.60381913
Rhone-Alpes,2014m3,.20997456
Rhone-Alpes,2014m4,.025406996
Rhone-Alpes,2014m5,-.065874889
Rhone-Alpes,2014m6,.022578409
Rhone-Alpes,2014m7,-.60558987
Rhone-Alpes,2014m8,-.89521044
Rhone-Alpes,2014m9,.31330743
Rhone-Alpes,2014m10,.11477042
Rhone-Alpes,2014m11,.4514648
Rhone-Alpes,2014m12,-.63728327
Rhone-Alpes,2015m1,.20863654
Rhone-Alpes,2015m2,.18934798
Rhone-Alpes,2015m3,.4189285
Rhone-Alpes,2015m4,.24893878
Rhone-Alpes,2015m5,.35284925
Rhone-Alpes,2015m6,-.062546156
Rhone-Alpes,2015m7,-1.0981122
Rhone-Alpes,2015m8,-.8415584
Rhone-Alpes,2015m9,.69776183
Rhone-Alpes,2015m10,.66232526
Rhone-Alpes,2015m11,.49434152
Rhone-Alpes,2015m12,-.16499829
Rhone-Alpes,2016m1,.36673442
Rhone-Alpes,2016m2,.30690256
Rhone-Alpes,2016m3,.42857537
Rhone-Alpes,2016m4,.21616124
Rhone-Alpes,2016m5,.04624597
Rhone-Alpes,2016m6,-.43459368
Rhone-Alpes,2016m7,-1.0078994
Rhone-Alpes,2016m8,-.56257343
Rhone-Alpes,2016m9,.31052256
Rhone-Alpes,2016m10,.28546238
Rhone-Alpes,2016m11,.26550648
Rhone-Alpes,2016m12,-.3721298
Rhone-Alpes,2017m1,.46615556
Rhone-Alpes,2017m2,.0061802864
Rhone-Alpes,2017m3,-.011853405
