date,swb_learn
2011m1,-.5807518
2011m2,-.8360985
2011m3,-.7399514
2011m4,-.3746048
2011m5,-.1676109
2011m6,.2819172
2011m7,.6565444
2011m8,.8891977
2011m9,.8157493
2011m10,.3839494
2011m11,-.4316573
2011m12,-.9841087
2012m1,-.9551175
2012m2,-.6599206
2012m3,-.3479808
2012m4,.0993756
2012m5,.4697958
2012m6,.7847701
2012m7,.6950784
2012m8,.5332242
2012m9,.4453139
2012m10,.3263805
2012m11,.0323952
2012m12,-.4153421
2013m1,-.6407688
2013m2,-.8666644
2013m3,-.9193857
2013m4,-.6845835
2013m5,-.5567479
2013m6,-.7000472
2013m7,-.958864
2013m8,-1.231297
2013m9,-1.556866
2013m10,-1.828377
2013m11,-1.934421
2013m12,-1.813161
2014m1,-1.449478
2014m2,-1.112535
2014m3,-1.145847
2014m4,-1.273745
2014m5,-1.356145
2014m6,-1.434725
2014m7,-1.597916
2014m8,-1.770822
2014m9,-2.025434
2014m10,-2.241781
2014m11,-2.306497
2014m12,-2.161808
2015m1,-1.839105
2015m2,-1.674297
2015m3,-1.504796
2015m4,-1.231743
2015m5,-1.176919
2015m6,-1.301535
2015m7,-1.53054
2015m8,-1.586468
2015m9,-1.535277
2015m10,-1.651303
2015m11,-2.017464
2015m12,-2.33483
2016m1,-2.288907
2016m2,-1.897979
2016m3,-1.401899
2016m4,-1.078536
