date,cat_financial_security
2011m1,.8709769
2011m2,.4001861
2011m3,.0036597
2011m4,-.281783
2011m5,-.4562509
2011m6,-.1999824
2011m7,.2249159
2011m8,.1330056
2011m9,-.4215416
2011m10,-.9318625
2011m11,-1.314395
2011m12,-1.140594
2012m1,-.5039246
2012m2,-.2213811
2012m3,-.3133031
2012m4,-.4761437
2012m5,-.6850065
2012m6,-.719036
2012m7,-.7684757
2012m8,-.9631722
2012m9,-1.263556
2012m10,-1.361505
2012m11,-1.345135
2012m12,-.9261585
2013m1,-.2153533
2013m2,-.0400087
2013m3,-.1757516
2013m4,-.2759811
2013m5,-.322442
2013m6,-.2964448
2013m7,-.303205
2013m8,-.3422801
2013m9,-.3557505
2013m10,-.3941156
2013m11,-.5858851
2013m12,-.4400614
2014m1,.181317
2014m2,.429355
2014m3,.380328
2014m4,.1999506
2014m5,-.0134866
2014m6,.0492251
2014m7,.1411895
2014m8,-.0254456
2014m9,-.2233693
2014m10,-.2545969
2014m11,-.2663409
2014m12,.180131
2015m1,.9470172
2015m2,1.355948
2015m3,1.463617
2015m4,1.279985
2015m5,1.060516
2015m6,1.09847
2015m7,1.025633
2015m8,.6563448
2015m9,.1375221
2015m10,-.1461753
2015m11,-.2489791
2015m12,.035572
2016m1,.7621306
2016m2,1.352385
2016m3,1.998557
2016m4,2.850939
