region,date,terrorisme
Poitou-Charentes,2013m1,-.44867063
Poitou-Charentes,2013m2,-.53009939
Poitou-Charentes,2013m3,-.48122165
Poitou-Charentes,2013m4,-.45055223
Poitou-Charentes,2013m5,-.51520252
Poitou-Charentes,2013m6,-.61978096
Poitou-Charentes,2013m7,-.13921556
Poitou-Charentes,2013m8,-.44514167
Poitou-Charentes,2013m9,-.48572779
Poitou-Charentes,2013m10,-.4023779
Poitou-Charentes,2013m11,-.36939135
Poitou-Charentes,2013m12,-.53981966
Poitou-Charentes,2014m1,-.425376
Poitou-Charentes,2014m2,-.55831409
Poitou-Charentes,2014m3,-.58812851
Poitou-Charentes,2014m4,-.34931213
Poitou-Charentes,2014m5,-.58980697
Poitou-Charentes,2014m6,-.55305547
Poitou-Charentes,2014m7,-.21418488
Poitou-Charentes,2014m8,-.26815134
Poitou-Charentes,2014m9,-.22992548
Poitou-Charentes,2014m10,-.28066528
Poitou-Charentes,2014m11,-.38932922
Poitou-Charentes,2014m12,.40461716
Poitou-Charentes,2015m1,1.6439483
Poitou-Charentes,2015m2,-.27935979
Poitou-Charentes,2015m3,-.26633155
Poitou-Charentes,2015m4,-.05104243
Poitou-Charentes,2015m5,-.33626801
Poitou-Charentes,2015m6,-.27154949
Poitou-Charentes,2015m7,.074187696
Poitou-Charentes,2015m8,.42024851
Poitou-Charentes,2015m9,-.20533679
Poitou-Charentes,2015m10,-.052034512
Poitou-Charentes,2015m11,4.7845855
Poitou-Charentes,2015m12,.28203174
Poitou-Charentes,2016m1,.18378945
Poitou-Charentes,2016m2,.30585146
Poitou-Charentes,2016m3,.53809452
Poitou-Charentes,2016m4,-.17601053
Poitou-Charentes,2016m5,-.0026494674
Poitou-Charentes,2016m6,.39339179
Poitou-Charentes,2016m7,1.6456218
Poitou-Charentes,2016m8,.35850096
Poitou-Charentes,2016m9,-.037930116
Poitou-Charentes,2016m10,.024724875
Poitou-Charentes,2016m11,-.24452634
Poitou-Charentes,2016m12,.054484557
Poitou-Charentes,2017m1,-.055336528
Poitou-Charentes,2017m2,.02961082
Poitou-Charentes,2017m3,-.044646174
