date,swb_learn
2008m1,-2.013375
2008m2,-1.168501
2008m3,-.4563651
2008m4,.1529281
2008m5,.6947966
2008m6,.6993793
2008m7,.425891
2008m8,.2016558
2008m9,.0953521
2008m10,-.0398882
2008m11,-.4327694
2008m12,-1.032503
2009m1,-1.105353
2009m2,-.7147964
2009m3,-.2108626
2009m4,.6265036
2009m5,1.185024
2009m6,1.189212
2009m7,1.050943
2009m8,1.164314
2009m9,1.559556
2009m10,1.852452
2009m11,1.517484
2009m12,1.074532
2010m1,1.223331
2010m2,1.8224
2010m3,2.580787
2010m4,3.090142
2010m5,2.963075
2010m6,2.658714
2010m7,2.117242
2010m8,1.975982
2010m9,1.951699
2010m10,1.589232
2010m11,1.024437
2010m12,.8997215
2011m1,.8826752
2011m2,1.158434
2011m3,1.546736
2011m4,1.856655
2011m5,2.166184
2011m6,2.038721
2011m7,1.62063
2011m8,1.220507
2011m9,1.23689
2011m10,1.212391
2011m11,1.079456
2011m12,.8890057
2012m1,1.04437
2012m2,1.398712
2012m3,1.70645
2012m4,2.051646
2012m5,2.165993
2012m6,2.022953
2012m7,1.645162
2012m8,1.363244
2012m9,1.19557
2012m10,.9933672
2012m11,.7534398
2012m12,.6494166
2013m1,.7620678
2013m2,1.004722
2013m3,1.258018
2013m4,1.393333
2013m5,1.422011
2013m6,1.296559
2013m7,1.089047
2013m8,1.106879
2013m9,1.229546
2013m10,1.096186
2013m11,.6710781
2013m12,.2738596
2014m1,.2186327
2014m2,.44169
2014m3,.7648627
2014m4,.9588089
2014m5,1.141897
2014m6,1.237165
2014m7,1.22686
2014m8,1.163522
2014m9,.9625167
2014m10,.7135786
2014m11,.3466171
2014m12,.2403515
2015m1,.3210268
2015m2,.6003442
2015m3,.9077906
2015m4,1.132648
2015m5,1.246783
2015m6,1.221545
2015m7,1.080412
2015m8,.9554243
2015m9,.7526625
2015m10,.521562
2015m11,.1676041
2015m12,-.0839779
2016m1,-.103682
2016m2,-.0172566
2016m3,.1815845
2016m4,.2091598
