date,cat_personal_security
2008m1,-.8253502
2008m2,-.2616715
2008m3,-.1464131
2008m4,-.2313401
2008m5,-.6084664
2008m6,-1.085945
2008m7,-1.308658
2008m8,-1.284304
2008m9,-.8109864
2008m10,-.2442579
2008m11,.1081022
2008m12,.0272622
2009m1,-.0822059
2009m2,.1135951
2009m3,.200462
2009m4,.0040649
2009m5,-.4704514
2009m6,-.8267951
2009m7,-.9401214
2009m8,-.8108411
2009m9,-.4106163
2009m10,.0886453
2009m11,.2501039
2009m12,.1256848
2010m1,-.0294092
2010m2,.0681219
2010m3,.1408603
2010m4,.0873189
2010m5,-.1659846
2010m6,-.6280959
2010m7,-.8014742
2010m8,-.804756
2010m9,-.6765211
2010m10,-.4751612
2010m11,-.3576203
2010m12,-.4216791
2011m1,-.3892864
2011m2,-.3456373
2011m3,-.3528723
2011m4,-.3892396
2011m5,-.558617
2011m6,-.8507034
2011m7,-.9076473
2011m8,-.8177782
2011m9,-.560069
2011m10,-.3633069
2011m11,-.271121
2011m12,-.3414943
2012m1,-.3753583
2012m2,-.401705
2012m3,-.4180766
2012m4,-.4779174
2012m5,-.5778816
2012m6,-.5488403
2012m7,-.3169463
2012m8,-.3673488
2012m9,-.3502676
2012m10,.1065094
2012m11,1.185562
2012m12,2.531559
2013m1,2.769672
2013m2,2.008445
2013m3,1.338332
2013m4,.9710251
2013m5,.3438736
2013m6,-.1745393
2013m7,-.3135662
2013m8,-.3679237
2013m9,-.2640874
2013m10,-.0961569
2013m11,.0398745
2013m12,.0263181
2014m1,.059173
2014m2,.1229398
2014m3,.1603546
2014m4,.11587
2014m5,-.1091135
2014m6,-.2707701
2014m7,-.2952307
2014m8,-.2460903
2014m9,-.0954447
2014m10,.0762046
2014m11,.1571099
2014m12,.1274798
2015m1,.1351322
2015m2,.0862957
2015m3,.0565114
2015m4,-.0039686
2015m5,-.1345074
2015m6,-.2033519
2015m7,-.1468567
2015m8,.0954966
2015m9,.7180007
2015m10,1.737731
2015m11,2.685691
2015m12,2.742922
2016m1,2.05322
2016m2,1.418993
2016m3,1.194845
2016m4,1.133484
