date,cat_personal_security
2008m1,-.6244881
2008m2,-.5567271
2008m3,-.7076766
2008m4,-.9606785
2008m5,-1.292879
2008m6,-1.466295
2008m7,-1.632392
2008m8,-1.525221
2008m9,-1.092227
2008m10,-.5753166
2008m11,-.2390882
2008m12,-.2455385
2009m1,-.0833281
2009m2,.2332494
2009m3,.3344794
2009m4,.1703819
2009m5,-.1823858
2009m6,-.617223
2009m7,-.7294065
2009m8,-.643867
2009m9,-.2679264
2009m10,.5585603
2009m11,1.130189
2009m12,.9671378
2010m1,.7637733
2010m2,.7409264
2010m3,.7905375
2010m4,.8181108
2010m5,.6943619
2010m6,.4438779
2010m7,.1201672
2010m8,.014993
2010m9,-.0382485
2010m10,-.0105091
2010m11,.0154162
2010m12,-.125576
2011m1,-.3930545
2011m2,-.4035767
2011m3,-.235448
2011m4,.0916831
2011m5,.23848
2011m6,-.3253039
2011m7,-.7784212
2011m8,-.9647853
2011m9,-.7964877
2011m10,-.6411325
2011m11,-.4553274
2011m12,-.3090152
2012m1,-.2953069
2012m2,-.2457169
2012m3,-.3352948
2012m4,-.4496739
2012m5,-.5138194
2012m6,-.3224034
2012m7,-.045829
2012m8,-.2394735
2012m9,-.2564987
2012m10,.1305152
2012m11,1.091723
2012m12,2.33213
2013m1,2.571634
2013m2,1.870654
2013m3,1.197241
2013m4,.8064238
2013m5,.2078877
2013m6,-.33668
2013m7,-.5220491
2013m8,-.5383642
2013m9,-.5354374
2013m10,-.5146186
2013m11,-.4090502
2013m12,-.345544
2014m1,-.401739
2014m2,-.4859865
2014m3,-.5787601
2014m4,-.6631759
2014m5,-.6670467
2014m6,-.6360442
2014m7,-.5851894
2014m8,-.4238802
2014m9,-.0747974
2014m10,-.0042431
2014m11,.0257505
2014m12,.0750457
2015m1,.1030327
2015m2,.0268888
2015m3,.090014
2015m4,.1130509
2015m5,.0928699
2015m6,.0945636
2015m7,.0821329
2015m8,.106657
2015m9,.4736771
2015m10,1.266804
2015m11,2.171547
2015m12,2.154294
2016m1,1.593178
2016m2,1.004783
2016m3,.7731686
2016m4,.7641816
