date,cat_social_progress
2011m1,-.4802305
2011m2,-.2662511
2011m3,-.2131497
2011m4,-.3534739
2011m5,-.732952
2011m6,-1.248453
2011m7,-1.484915
2011m8,-1.333921
2011m9,-.8347934
2011m10,-.4997269
2011m11,-.4168566
2011m12,-.5351816
2012m1,-.4190075
2012m2,-.2248814
2012m3,-.1654627
2012m4,-.2606491
2012m5,-.6243669
2012m6,-1.133406
2012m7,-1.250625
2012m8,-.9970951
2012m9,-.5466226
2012m10,-.3747728
2012m11,-.4487991
2012m12,-.5115101
2013m1,-.2637045
2013m2,.0453214
2013m3,.0787632
2013m4,-.1053932
2013m5,-.5875142
2013m6,-1.064802
2013m7,-1.124971
2013m8,-.7064313
2013m9,-.1147039
2013m10,.1949998
2013m11,.0974872
2013m12,-.0496801
2014m1,.160813
2014m2,.5245315
2014m3,.6117001
2014m4,.4278187
2014m5,-.1546986
2014m6,-.7873757
2014m7,-.8539801
2014m8,-.302463
2014m9,.5942121
2014m10,.9830912
2014m11,.9516205
2014m12,.8795211
2015m1,.976808
2015m2,1.240824
2015m3,1.516731
2015m4,1.469035
2015m5,.8387476
2015m6,.0401378
2015m7,-.1795536
2015m8,.2802981
2015m9,1.056287
2015m10,1.329405
2015m11,1.231855
2015m12,1.07895
2016m1,1.172796
2016m2,1.383488
2016m3,1.379161
2016m4,1.107971
