date,swb_laugh
2008m1,-.6570087
2008m2,.3404118
2008m3,1.134114
2008m4,1.329934
2008m5,1.626851
2008m6,1.952391
2008m7,1.76315
2008m8,1.248573
2008m9,.6560367
2008m10,.2513575
2008m11,.0841999
2008m12,.115447
2009m1,-.2728053
2009m2,-.6240031
2009m3,-.1683654
2009m4,.7356141
2009m5,1.407325
2009m6,1.743383
2009m7,1.665954
2009m8,1.170583
2009m9,.8146847
2009m10,.8766381
2009m11,.8636837
2009m12,.8406975
2010m1,.5227299
2010m2,.3705963
2010m3,.5080236
2010m4,.4295324
2010m5,.3757516
2010m6,.3919567
2010m7,.4850338
2010m8,.2545074
2010m9,.0801082
2010m10,.5296879
2010m11,1.301259
2010m12,1.248605
2011m1,.5475522
2011m2,-.2136685
2011m3,-.0165695
2011m4,.5897431
2011m5,1.272268
2011m6,1.279767
2011m7,.8836794
2011m8,.510063
2011m9,.5230653
2011m10,.3584994
2011m11,.2667896
2011m12,.3804008
2012m1,.5829276
2012m2,1.02156
2012m3,1.470693
2012m4,1.636949
2012m5,1.605818
2012m6,1.38217
2012m7,.8513384
2012m8,.4477336
2012m9,.3537305
2012m10,.154219
2012m11,.0430342
2012m12,-.1622913
2013m1,-.4805471
2013m2,-.2349245
2013m3,-.0082915
2013m4,.1000622
2013m5,.6092557
2013m6,.9983696
2013m7,.8975474
2013m8,.3919367
2013m9,.125193
2013m10,-.0566965
2013m11,-.1200905
2013m12,-.1376635
2014m1,-.3294176
2014m2,-.3146349
2014m3,.0691402
2014m4,.2725879
2014m5,.2769254
2014m6,.0506393
2014m7,-.2351287
2014m8,-.6081616
2014m9,-.7552063
2014m10,-.5519297
2014m11,-.3044731
2014m12,-.6289033
2015m1,-1.169482
2015m2,-1.088403
2015m3,-.5956755
2015m4,.0920136
2015m5,.5370976
2015m6,.7545758
2015m7,.5670452
2015m8,.1979532
2015m9,-.3164995
2015m10,-.4805224
2015m11,-.2727972
2015m12,-.1465161
2016m1,-.3334586
2016m2,-.1892555
2016m3,.0150892
2016m4,.3662254
