date,swb_laugh
2011m1,-1.163332
2011m2,-1.038152
2011m3,-.8670142
2011m4,-.6273938
2011m5,-.1377365
2011m6,.1126028
2011m7,-.0140706
2011m8,-.2392356
2011m9,-.1907414
2011m10,.1629645
2011m11,.3960782
2011m12,.3010289
2012m1,.0160456
2012m2,-.0542918
2012m3,.0827893
2012m4,.2426643
2012m5,.3830529
2012m6,.4609657
2012m7,.3757412
2012m8,.0547258
2012m9,-.1965087
2012m10,-.3221312
2012m11,-.6175882
2012m12,-.9811331
2013m1,-1.168391
2013m2,-.820893
2013m3,-.3111936
2013m4,.0489026
2013m5,.3398627
2013m6,.590006
2013m7,.4276597
2013m8,.0915518
2013m9,-.0696242
2013m10,-.051992
2013m11,-.2752634
2013m12,-.8267939
2014m1,-1.627856
2014m2,-1.765525
2014m3,-1.373534
2014m4,-.9427802
2014m5,-.602066
2014m6,-.4118331
2014m7,-.4805835
2014m8,-.8822733
2014m9,-1.262618
2014m10,-1.238437
2014m11,-1.279267
2014m12,-1.714283
2015m1,-2.415347
2015m2,-2.608019
2015m3,-2.346497
2015m4,-1.969475
2015m5,-1.382233
2015m6,-.9788348
2015m7,-1.056727
2015m8,-1.365284
2015m9,-1.529368
2015m10,-1.539473
2015m11,-1.517479
2015m12,-1.635929
2016m1,-1.923156
2016m2,-2.043525
2016m3,-2.032923
2016m4,-2.105591
