happiness
-1.468005
-1.132696
.2633713
-.6747945
-.8504823
-.4824756
-.7667319
-.5754429
-1.177711
-2.183722
-.481763
-.971514
-.1798323
-.5712329
.9736314
.3445502
.6010872
.8748376
1.680384
1.234768
.6694502
-.1068138
-.6839072
-.0641056
.888773
.341022
1.060852
1.373683
1.294481
.1225699
.4838612
.4344652
.6978636
.0771451
.5376585
-.7324417
-.292392
-.7262624
.4951023
-.3256257
-.0868862
.5384182
.3248584
.4842998
.4093796
.2442381
.3553764
-.074198
-.0089866
-.8935277
.1032756
.8243161
1.033555
.9335341
.5232733
1.632016
.4954533
