date,swb_learn
2011m1,-.190232
2011m2,-.4027837
2011m3,-.449705
2011m4,-.470363
2011m5,-.5457534
2011m6,-.592545
2011m7,-.171294
2011m8,.5969836
2011m9,1.064103
2011m10,.968256
2011m11,.5057096
2011m12,.235382
2012m1,.4292117
2012m2,.4700099
2012m3,.4270943
2012m4,.6517414
2012m5,.7919123
2012m6,.7707812
2012m7,.8037925
2012m8,.7795663
2012m9,.8280039
2012m10,.7986402
2012m11,.4704614
2012m12,-.1072244
2013m1,-.5091602
2013m2,-.5380443
2013m3,-.3537728
2013m4,-.0722673
2013m5,.0157924
2013m6,-.0968409
2013m7,-.3747342
2013m8,-.6971488
2013m9,-.880923
2013m10,-1.255364
2013m11,-1.545572
2013m12,-1.402592
2014m1,-.9430508
2014m2,-.5870264
2014m3,-.4340226
2014m4,-.3635687
2014m5,-.6490064
2014m6,-1.15146
2014m7,-1.573547
2014m8,-1.696106
2014m9,-1.641654
2014m10,-1.730988
2014m11,-2.017027
2014m12,-1.927533
2015m1,-1.287521
2015m2,-.7755819
2015m3,-.3374034
2015m4,-.3267513
2015m5,-.7057222
2015m6,-1.027998
2015m7,-.9275699
2015m8,-.6935426
2015m9,-.5084954
2015m10,-.785162
2015m11,-1.413061
2015m12,-1.718863
2016m1,-1.103888
2016m2,-.391201
2016m3,.1132071
2016m4,.5077528
