date,cat_family
2008m1,-1.8929
2008m2,-2.008276
2008m3,-2.044129
2008m4,-2.026659
2008m5,-2.131347
2008m6,-2.178281
2008m7,-1.91223
2008m8,-1.214041
2008m9,-.4300324
2008m10,-.0920623
2008m11,-.3198417
2008m12,-.6294311
2009m1,-.7258352
2009m2,-.7175153
2009m3,-.7210402
2009m4,-.6942118
2009m5,-.6829325
2009m6,-.5643883
2009m7,-.1725505
2009m8,.605602
2009m9,1.374488
2009m10,1.725515
2009m11,1.41325
2009m12,1.004129
2010m1,.82643
2010m2,.8721886
2010m3,.9761993
2010m4,.8990049
2010m5,.5399992
2010m6,-.1047328
2010m7,-.5926537
2010m8,-.4170733
2010m9,.0820543
2010m10,.449463
2010m11,.3658461
2010m12,.0503662
2011m1,-.2386947
2011m2,-.4935355
2011m3,-.6017481
2011m4,-.574549
2011m5,-.5259285
2011m6,-.4177373
2011m7,-.0172555
2011m8,.737331
2011m9,1.304879
2011m10,1.431642
2011m11,1.010015
2011m12,.5903805
2012m1,.3516695
2012m2,.1009258
2012m3,-.1202551
2012m4,-.1889732
2012m5,-.1963079
2012m6,-.0989212
2012m7,.2083096
2012m8,.8431134
2012m9,1.363579
2012m10,1.34345
2012m11,.9505196
2012m12,.5948067
2013m1,.3697208
2013m2,.2111843
2013m3,.1774869
2013m4,.1840999
2013m5,-.026369
2013m6,-.1632587
2013m7,.1303598
2013m8,.8549548
2013m9,1.540112
2013m10,1.769431
2013m11,1.322197
2013m12,.6831406
2014m1,.1577565
2014m2,-.1484692
2014m3,-.3153955
2014m4,-.3532521
2014m5,-.4609813
2014m6,-.5618929
2014m7,-.285257
2014m8,.3282772
2014m9,.8028969
2014m10,.8538357
2014m11,.5940254
2014m12,.3043364
2015m1,.1060817
2015m2,-.1307307
2015m3,-.3338141
2015m4,-.4873255
2015m5,-.6862229
2015m6,-.872005
2015m7,-.7209282
2015m8,-.1695979
2015m9,.361675
2015m10,.5328289
2015m11,.2797151
2015m12,-.0487267
2016m1,-.2967856
2016m2,-.5705931
2016m3,-.7460137
2016m4,-.4555837
