date,cat_summer_leisure
2011m1,-.6997977
2011m2,-.3517827
2011m3,.1170454
2011m4,.746754
2011m5,1.289132
2011m6,1.611096
2011m7,1.518854
2011m8,.9106208
2011m9,.0549655
2011m10,-.691386
2011m11,-1.148243
2011m12,-1.205881
2012m1,-.9313736
2012m2,-.4728581
2012m3,.0904603
2012m4,.7338217
2012m5,1.316571
2012m6,1.652132
2012m7,1.546046
2012m8,.9810467
2012m9,.2075915
2012m10,-.5377836
2012m11,-1.072882
2012m12,-1.239359
2013m1,-1.032377
2013m2,-.5800076
2013m3,.0039507
2013m4,.5175055
2013m5,.924825
2013m6,1.132901
2013m7,.9919108
2013m8,.5242962
2013m9,-.127112
2013m10,-.7047178
2013m11,-1.116101
2013m12,-1.21522
2014m1,-.959577
2014m2,-.5709544
2014m3,-.1231473
2014m4,.3737036
2014m5,.8161173
2014m6,1.037532
2014m7,.9403142
2014m8,.4657439
2014m9,-.2172423
2014m10,-.8088506
2014m11,-1.239481
2014m12,-1.377041
2015m1,-1.129331
2015m2,-.6470809
2015m3,-.0279533
2015m4,.5711045
2015m5,1.058859
2015m6,1.28535
2015m7,1.110909
2015m8,.5895329
2015m9,-.1067539
2015m10,-.770761
2015m11,-1.258802
2015m12,-1.413827
2016m1,-1.186683
2016m2,-.7145854
2016m3,-.0968262
2016m4,.6550861
