date,cat_summer_leisure
2008m1,-.6465243
2008m2,-.1438217
2008m3,.4556617
2008m4,1.084073
2008m5,1.639629
2008m6,1.878047
2008m7,1.603846
2008m8,.9444993
2008m9,.1644674
2008m10,-.4858165
2008m11,-.8718193
2008m12,-.9396619
2009m1,-.7453058
2009m2,-.3426538
2009m3,.2768218
2009m4,.9529489
2009m5,1.55572
2009m6,1.812218
2009m7,1.594832
2009m8,.972324
2009m9,.2446587
2009m10,-.3711869
2009m11,-.7713877
2009m12,-.8899763
2010m1,-.6814441
2010m2,-.2098743
2010m3,.483316
2010m4,1.175423
2010m5,1.699161
2010m6,1.914583
2010m7,1.62404
2010m8,.9479657
2010m9,.2126107
2010m10,-.4157902
2010m11,-.8708754
2010m12,-1.047467
2011m1,-.9626843
2011m2,-.6557117
2011m3,-.1501655
2011m4,.4418972
2011m5,.9902514
2011m6,1.281533
2011m7,1.068215
2011m8,.4742001
2011m9,-.1461761
2011m10,-.6670831
2011m11,-1.07714
2011m12,-1.198706
2012m1,-1.034053
2012m2,-.6526622
2012m3,-.0659494
2012m4,.5427314
2012m5,1.038556
2012m6,1.172426
2012m7,.8591999
2012m8,.2425926
2012m9,-.3655925
2012m10,-.8695094
2012m11,-1.208518
2012m12,-1.303411
2013m1,-1.180021
2013m2,-.8839946
2013m3,-.4018292
2013m4,.1688238
2013m5,.6707608
2013m6,.9143813
2013m7,.7466551
2013m8,.2789277
2013m9,-.2817758
2013m10,-.8183624
2013m11,-1.235557
2013m12,-1.372547
2014m1,-1.234958
2014m2,-.9026115
2014m3,-.3444925
2014m4,.2874661
2014m5,.8279548
2014m6,1.044843
2014m7,.8136877
2014m8,.2249862
2014m9,-.3918269
2014m10,-.8930292
2014m11,-1.251288
2014m12,-1.32442
2015m1,-1.150831
2015m2,-.8080561
2015m3,-.2789629
2015m4,.2445326
2015m5,.6803613
2015m6,.8359144
2015m7,.634113
2015m8,.172986
2015m9,-.3692852
2015m10,-.8562533
2015m11,-1.215431
2015m12,-1.315629
2016m1,-1.143816
2016m2,-.7645889
2016m3,-.1875487
2016m4,.5032389
