region,date,solidarite
Aquitaine,2013m1,1.7328438
Aquitaine,2013m2,1.7525874
Aquitaine,2013m3,.98595613
Aquitaine,2013m4,.39612931
Aquitaine,2013m5,-.65014923
Aquitaine,2013m6,-.45868355
Aquitaine,2013m7,-.28074625
Aquitaine,2013m8,-.58785731
Aquitaine,2013m9,1.6903658
Aquitaine,2013m10,.20162591
Aquitaine,2013m11,.79020214
Aquitaine,2013m12,-1.1427811
Aquitaine,2014m1,.29608333
Aquitaine,2014m2,1.544623
Aquitaine,2014m3,.69739592
Aquitaine,2014m4,-.39695033
Aquitaine,2014m5,-.42597303
Aquitaine,2014m6,-.74660206
Aquitaine,2014m7,-.96757513
Aquitaine,2014m8,-.58631438
Aquitaine,2014m9,1.0236106
Aquitaine,2014m10,1.2439872
Aquitaine,2014m11,.7387594
Aquitaine,2014m12,-.92307591
Aquitaine,2015m1,.010058317
Aquitaine,2015m2,.44478378
Aquitaine,2015m3,.61626828
Aquitaine,2015m4,-.46183136
Aquitaine,2015m5,-.32238355
Aquitaine,2015m6,-.19667196
Aquitaine,2015m7,-.68782014
Aquitaine,2015m8,-.49659789
Aquitaine,2015m9,1.1747718
Aquitaine,2015m10,.34704694
Aquitaine,2015m11,1.0193081
Aquitaine,2015m12,-.15655494
Aquitaine,2016m1,.80171597
Aquitaine,2016m2,.53824973
Aquitaine,2016m3,.79486793
Aquitaine,2016m4,-.76763237
Aquitaine,2016m5,-.81919736
Aquitaine,2016m6,-1.3912517
Aquitaine,2016m7,-2.124193
Aquitaine,2016m8,-1.2829957
Aquitaine,2016m9,.71628213
Aquitaine,2016m10,-.45754841
Aquitaine,2016m11,-.39232671
Aquitaine,2016m12,-1.4190402
Aquitaine,2017m1,-.33904538
Aquitaine,2017m2,-.5129059
Aquitaine,2017m3,.21257418
