date,cat_civic_engagement
2008m1,.2425555
2008m2,.4293413
2008m3,.5673437
2008m4,.4757777
2008m5,-.0630174
2008m6,-.616472
2008m7,-.7517082
2008m8,-.2605432
2008m9,.7250842
2008m10,1.329418
2008m11,1.262027
2008m12,.9384349
2009m1,.8524821
2009m2,1.00973
2009m3,.9875884
2009m4,.7045763
2009m5,.1681996
2009m6,-.3641379
2009m7,-.5379431
2009m8,-.1235945
2009m9,.8355246
2009m10,1.5302
2009m11,1.657953
2009m12,1.421706
2010m1,1.328476
2010m2,1.479583
2010m3,1.858741
2010m4,1.95737
2010m5,1.468066
2010m6,.627449
2010m7,.0120181
2010m8,-.0096265
2010m9,.7076939
2010m10,1.259106
2010m11,1.233244
2010m12,.7630093
2011m1,.2942334
2011m2,.1669187
2011m3,.0911791
2011m4,-.0742911
2011m5,-.4386987
2011m6,-.8960052
2011m7,-1.116549
2011m8,-.9790169
2011m9,-.4273738
2011m10,-.0390951
2011m11,.0052221
2011m12,-.1998143
2012m1,-.315455
2012m2,-.2460413
2012m3,-.2506274
2012m4,-.3477376
2012m5,-.61305
2012m6,-1.057374
2012m7,-1.20453
2012m8,-.9784077
2012m9,-.4710761
2012m10,-.2325998
2012m11,-.3701125
2012m12,-.6972482
2013m1,-.7719243
2013m2,-.6918129
2013m3,-.6058642
2013m4,-.7030031
2013m5,-1.100795
2013m6,-1.529394
2013m7,-1.604607
2013m8,-1.235376
2013m9,-.4759305
2013m10,-.0218454
2013m11,-.1082652
2013m12,-.4049714
2014m1,-.5041694
2014m2,-.4010015
2014m3,-.3421212
2014m4,-.3815821
2014m5,-.7224476
2014m6,-1.168706
2014m7,-1.357267
2014m8,-1.072266
2014m9,-.370435
2014m10,.0680885
2014m11,.0859496
2014m12,-.1017539
2015m1,-.1739935
2015m2,-.0661058
2015m3,.1142272
2015m4,.1717548
2015m5,-.1407861
2015m6,-.6231373
2015m7,-.9670069
2015m8,-.7826671
2015m9,-.0757513
2015m10,.425151
2015m11,.4411555
2015m12,.2607282
2016m1,.1828963
2016m2,.4151798
2016m3,.6459566
2016m4,.9857935
