date,cat_health_conditions
2011m1,.3827365
2011m2,.8973765
2011m3,1.217255
2011m4,.9895837
2011m5,.4245731
2011m6,-.4403614
2011m7,-1.107703
2011m8,-1.334581
2011m9,-.9742502
2011m10,-.4722201
2011m11,-.3437235
2011m12,-.4956918
2012m1,-.0629715
2012m2,.6272085
2012m3,.850104
2012m4,.5377864
2012m5,.0588312
2012m6,-.5789345
2012m7,-1.018703
2012m8,-1.071057
2012m9,-.7725849
2012m10,-.3901007
2012m11,-.4745021
2012m12,-.6362233
2013m1,-.1585033
2013m2,.4409355
2013m3,.771127
2013m4,.6942549
2013m5,.1860891
2013m6,-.611306
2013m7,-1.188679
2013m8,-1.332248
2013m9,-1.043897
2013m10,-.4661736
2013m11,-.260267
2013m12,-.2905921
2014m1,.018616
2014m2,.4422247
2014m3,.7279038
2014m4,.793333
2014m5,.5533365
2014m6,-.0911388
2014m7,-.7166785
2014m8,-.8799335
2014m9,-.5676067
2014m10,-.1746341
2014m11,-.2390455
2014m12,-.3129056
2015m1,.0866787
2015m2,.6041881
2015m3,.8032513
2015m4,.7424057
2015m5,.5338219
2015m6,.1675086
2015m7,-.328811
2015m8,-.6170376
2015m9,-.3528813
2015m10,.2597901
2015m11,.5367854
2015m12,.6232458
2016m1,1.132885
2016m2,1.46916
2016m3,1.389926
2016m4,.8430244
