region,date,crime
Languedoc-Roussillon,2013m1,.75575107
Languedoc-Roussillon,2013m2,.72339636
Languedoc-Roussillon,2013m3,-.39238462
Languedoc-Roussillon,2013m4,-.74823236
Languedoc-Roussillon,2013m5,-.41132712
Languedoc-Roussillon,2013m6,-.68231297
Languedoc-Roussillon,2013m7,-1.3523176
Languedoc-Roussillon,2013m8,-1.1976897
Languedoc-Roussillon,2013m9,.021654561
Languedoc-Roussillon,2013m10,-.20264749
Languedoc-Roussillon,2013m11,-.16180289
Languedoc-Roussillon,2013m12,-1.1923633
Languedoc-Roussillon,2014m1,.18911114
Languedoc-Roussillon,2014m2,-.32981029
Languedoc-Roussillon,2014m3,-.30296323
Languedoc-Roussillon,2014m4,-.63187158
Languedoc-Roussillon,2014m5,-.99963325
Languedoc-Roussillon,2014m6,-.96247375
Languedoc-Roussillon,2014m7,-1.4269724
Languedoc-Roussillon,2014m8,-1.5108683
Languedoc-Roussillon,2014m9,-.0082245506
Languedoc-Roussillon,2014m10,-.051892675
Languedoc-Roussillon,2014m11,-.22363615
Languedoc-Roussillon,2014m12,-1.3542366
Languedoc-Roussillon,2015m1,.72475338
Languedoc-Roussillon,2015m2,.85656828
Languedoc-Roussillon,2015m3,1.2432605
Languedoc-Roussillon,2015m4,.065998524
Languedoc-Roussillon,2015m5,.16463925
Languedoc-Roussillon,2015m6,-.4828293
Languedoc-Roussillon,2015m7,-1.0424716
Languedoc-Roussillon,2015m8,-.86583394
Languedoc-Roussillon,2015m9,.032871261
Languedoc-Roussillon,2015m10,.81979322
Languedoc-Roussillon,2015m11,1.7821273
Languedoc-Roussillon,2015m12,-.060562938
Languedoc-Roussillon,2016m1,1.7652912
Languedoc-Roussillon,2016m2,1.3271458
Languedoc-Roussillon,2016m3,1.2851367
Languedoc-Roussillon,2016m4,.0068834499
Languedoc-Roussillon,2016m5,.45510405
Languedoc-Roussillon,2016m6,.039414771
Languedoc-Roussillon,2016m7,-.69890833
Languedoc-Roussillon,2016m8,-.72320729
Languedoc-Roussillon,2016m9,.68985808
Languedoc-Roussillon,2016m10,.50605756
Languedoc-Roussillon,2016m11,.44790593
Languedoc-Roussillon,2016m12,-.04974182
Languedoc-Roussillon,2017m1,1.8326683
Languedoc-Roussillon,2017m2,1.6471622
Languedoc-Roussillon,2017m3,1.2776726
