date,cat_summer_leisure
2008m1,-.8090203
2008m2,-.5130066
2008m3,-.1270761
2008m4,.373838
2008m5,.8427123
2008m6,1.098246
2008m7,.967806
2008m8,.3941241
2008m9,-.3647602
2008m10,-.9260207
2008m11,-1.213797
2008m12,-1.247538
2009m1,-1.004261
2009m2,-.6236116
2009m3,-.1597846
2009m4,.3640943
2009m5,.8997781
2009m6,1.176134
2009m7,1.066798
2009m8,.5642287
2009m9,-.0325479
2009m10,-.4097427
2009m11,-.5657739
2009m12,-.5870944
2010m1,-.4168192
2010m2,-.0279901
2010m3,.6299734
2010m4,1.343764
2010m5,1.885072
2010m6,2.171505
2010m7,1.958588
2010m8,1.251364
2010m9,.322495
2010m10,-.4177845
2010m11,-.8048018
2010m12,-.8707105
2011m1,-.7911105
2011m2,-.5865524
2011m3,-.1828302
2011m4,.3663671
2011m5,.9848958
2011m6,1.452006
2011m7,1.450155
2011m8,.8897485
2011m9,.0687821
2011m10,-.6715763
2011m11,-1.118554
2011m12,-1.242941
2012m1,-1.086984
2012m2,-.7144396
2012m3,-.1622475
2012m4,.4336541
2012m5,.9354038
2012m6,1.262275
2012m7,1.186875
2012m8,.6791583
2012m9,-.113893
2012m10,-.7913043
2012m11,-1.176862
2012m12,-1.203968
2013m1,-.9979118
2013m2,-.684811
2013m3,-.2577112
2013m4,.2342503
2013m5,.7584033
2013m6,1.170487
2013m7,1.129318
2013m8,.6008086
2013m9,-.1750831
2013m10,-.8430429
2013m11,-1.244544
2013m12,-1.332013
2014m1,-1.175899
2014m2,-.8860771
2014m3,-.4294535
2014m4,.1589748
2014m5,.7620872
2014m6,1.250447
2014m7,1.23994
2014m8,.601076
2014m9,-.2382598
2014m10,-.9048184
2014m11,-1.263287
2014m12,-1.259227
2015m1,-.9801888
2015m2,-.588176
2015m3,-.105896
2015m4,.4127095
2015m5,.8907292
2015m6,1.25936
2015m7,1.164556
2015m8,.5942106
2015m9,-.1256519
2015m10,-.7450309
2015m11,-1.152898
2015m12,-1.246118
2016m1,-1.059122
2016m2,-.7160831
2016m3,-.230035
2016m4,.3595442
