region,date,housing
Basse-Normandie,2013m1,-.1632530719041824
Basse-Normandie,2013m2,.1888441435992718
Basse-Normandie,2013m3,-.4737641073763371
Basse-Normandie,2013m4,-.1998980730772018
Basse-Normandie,2013m5,.1740745916962624
Basse-Normandie,2013m6,-.0640793979167938
Basse-Normandie,2013m7,.3580021381378174
Basse-Normandie,2013m8,.621216481178999
Basse-Normandie,2013m9,-.2106132343411446
Basse-Normandie,2013m10,-.4042185336351395
Basse-Normandie,2013m11,-1.194485914707184
Basse-Normandie,2013m12,-1.330845041573048
Basse-Normandie,2014m1,.0694602429866791
Basse-Normandie,2014m2,-.0267472237348557
Basse-Normandie,2014m3,-.2465104967355728
Basse-Normandie,2014m4,.1649987727403641
Basse-Normandie,2014m5,-.5959551185369492
Basse-Normandie,2014m6,-1.118441367149353
Basse-Normandie,2014m7,.0598834455013275
Basse-Normandie,2014m8,.0393796145915985
Basse-Normandie,2014m9,-.2672584787011146
Basse-Normandie,2014m10,-.450715970993042
Basse-Normandie,2014m11,-.6401660442352295
Basse-Normandie,2014m12,-1.486583864688873
Basse-Normandie,2015m1,-.1788543321192265
Basse-Normandie,2015m2,-.0048303242772818
Basse-Normandie,2015m3,-.087726304680109
Basse-Normandie,2015m4,-.091677856631577
Basse-Normandie,2015m5,-.0942317873239517
Basse-Normandie,2015m6,.1495053365826607
Basse-Normandie,2015m7,.5061983972787857
Basse-Normandie,2015m8,.4500205185264349
Basse-Normandie,2015m9,-.2681686252355576
Basse-Normandie,2015m10,-.6616521418094635
Basse-Normandie,2015m11,-1.157827150821686
Basse-Normandie,2015m12,-1.500500500202179
Basse-Normandie,2016m1,-.0424397774040699
Basse-Normandie,2016m2,-.0338888511061668
Basse-Normandie,2016m3,-.3717629589140415
Basse-Normandie,2016m4,-.0993396818637848
Basse-Normandie,2016m5,.0804587569087744
Basse-Normandie,2016m6,
