date,swb_laugh
2008m1,-.5512867
2008m2,-.1841435
2008m3,.1100565
2008m4,.1159219
2008m5,.1434246
2008m6,.1794891
2008m7,-.043618
2008m8,-.3114113
2008m9,-.5247732
2008m10,-.7407209
2008m11,-.9098176
2008m12,-1.589336
2009m1,-2.348709
2009m2,-2.441576
2009m3,-2.045995
2009m4,-1.47311
2009m5,-.8497357
2009m6,-.5234438
2009m7,-.7810071
2009m8,-1.139121
2009m9,-1.14078
2009m10,-.8345017
2009m11,-.6771572
2009m12,-.6483703
2010m1,-.6079402
2010m2,-.5482985
2010m3,-.5245739
2010m4,-.3973467
2010m5,-.1524653
2010m6,-.0826462
2010m7,-.3199404
2010m8,-.3765684
2010m9,-.2953359
2010m10,-.1541628
2010m11,-.0442967
2010m12,-.2107923
2011m1,-.147871
2011m2,.1112616
2011m3,.4581498
2011m4,.7994866
2011m5,1.097127
2011m6,1.135852
2011m7,.9389656
2011m8,.890786
2011m9,1.206235
2011m10,1.461914
2011m11,1.55194
2011m12,1.251598
2012m1,.9127384
2012m2,.9718781
2012m3,1.283033
2012m4,1.553641
2012m5,1.739878
2012m6,1.781823
2012m7,1.656564
2012m8,1.384501
2012m9,1.028938
2012m10,.6605931
2012m11,.3512445
2012m12,-.0245223
2013m1,-.1646084
2013m2,.1590191
2013m3,.5988009
2013m4,.9016618
2013m5,1.185575
2013m6,1.435342
2013m7,1.419344
2013m8,1.241457
2013m9,1.139525
2013m10,.9656712
2013m11,.6476647
2013m12,.2208577
2014m1,-.1812046
2014m2,-.1069031
2014m3,.1791375
2014m4,.3993039
2014m5,.503924
2014m6,.4001098
2014m7,.1351998
2014m8,-.2436024
2014m9,-.44302
2014m10,-.5702488
2014m11,-.6271464
2014m12,-.854296
2015m1,-1.054122
2015m2,-.9960914
2015m3,-.6918652
2015m4,-.3895612
2015m5,-.1954431
2015m6,-.0490202
2015m7,.1502151
2015m8,.0624985
2015m9,-.0085878
2015m10,-.1159323
2015m11,-.2229878
2015m12,-.3787866
2016m1,-.7238027
2016m2,-.7328042
2016m3,-.4084148
2016m4,.2357933
