health_conditions_f
-.1887355
2.513552
1.192627
1.189481
-.3111793
.6976506
-.294513
-1.152944
-.3779742
.5507726
2.108527
.1834907
.0200573
1.955322
1.202047
1.001019
.1510967
-.8295689
-1.18057
-1.840166
-.5630086
.8267428
.3811851
-.7400255
-2.119349
.4499381
.0969841
.4509098
-1.062688
-.8063793
.0982489
-1.339389
-1.388412
.6618176
.9208075
-.3301969
-1.347182
.2758534
.0125887
1.082716
-.4171755
-.2144646
.059188
-1.436305
-1.380034
.9723924
.5029458
-.3066907
-.8966055
.9612166
.7112759
1.448727
-.3728894
-.1086531
-.1870811
-1.215343
-.2716582
