date,cat_summer_leisure
2008m1,-.7352828
2008m2,-.2497537
2008m3,.3047368
2008m4,.8041008
2008m5,1.29492
2008m6,1.477347
2008m7,1.119273
2008m8,.5113862
2008m9,-.1353131
2008m10,-.6509898
2008m11,-.9498399
2008m12,-.9860825
2009m1,-.7110329
2009m2,-.174429
2009m3,.3816774
2009m4,.7713123
2009m5,1.039366
2009m6,1.142445
2009m7,.9066053
2009m8,.4455904
2009m9,.0022904
2009m10,-.2977017
2009m11,-.5306976
2009m12,-.5371118
2010m1,-.2255194
2010m2,.4347031
2010m3,1.299115
2010m4,2.075591
2010m5,2.565918
2010m6,2.547313
2010m7,2.009059
2010m8,1.192066
2010m9,.2843873
2010m10,-.3936145
2010m11,-.7360671
2010m12,-.7787586
2011m1,-.641875
2011m2,-.3007503
2011m3,.2019793
2011m4,.7075962
2011m5,1.119898
2011m6,1.242868
2011m7,.930083
2011m8,.3798091
2011m9,-.1360764
2011m10,-.6257802
2011m11,-.9835148
2011m12,-1.035132
2012m1,-.7687711
2012m2,-.2982147
2012m3,.326279
2012m4,.9162669
2012m5,1.320448
2012m6,1.293908
2012m7,.7915953
2012m8,.1402725
2012m9,-.4310896
2012m10,-.8743208
2012m11,-1.180082
2012m12,-1.230432
2013m1,-.9866452
2013m2,-.5675798
2013m3,-.0535843
2013m4,.4556911
2013m5,.8448411
2013m6,.8631405
2013m7,.4836566
2013m8,-.0759222
2013m9,-.5985981
2013m10,-1.013645
2013m11,-1.282858
2013m12,-1.331611
2014m1,-1.108598
2014m2,-.7363044
2014m3,-.2374753
2014m4,.2168989
2014m5,.5911124
2014m6,.7174982
2014m7,.4451745
2014m8,-.0964855
2014m9,-.6252488
2014m10,-1.069926
2014m11,-1.370971
2014m12,-1.420256
2015m1,-1.216209
2015m2,-.8269621
2015m3,-.3033229
2015m4,.2009832
2015m5,.5844494
2015m6,.7405454
2015m7,.4391094
2015m8,-.0758048
2015m9,-.6425463
2015m10,-1.145358
2015m11,-1.473585
2015m12,-1.513143
2016m1,-1.287698
2016m2,-.8667732
2016m3,-.3199022
2016m4,.2819371
