date,swb_sadness
2011m1,.5259118
2011m2,.1414409
2011m3,-.2021606
2011m4,-.4274708
2011m5,-.4532568
2011m6,-.1271943
2011m7,.2176121
2011m8,.3336201
2011m9,.3973877
2011m10,.1939282
2011m11,-.0137106
2011m12,-.2335728
2012m1,-.7218719
2012m2,-1.085555
2012m3,-1.163063
2012m4,-1.073899
2012m5,-.5560509
2012m6,-.1195684
2012m7,.2117323
2012m8,.4210322
2012m9,.3671115
2012m10,.2910661
2012m11,.6349565
2012m12,.890162
2013m1,.4892431
2013m2,-.3340654
2013m3,-.9884269
2013m4,-.9210039
2013m5,-.8412188
2013m6,-.8402166
2013m7,-.6939197
2013m8,-.3500316
2013m9,-.2219016
2013m10,-.4358203
2013m11,-.3929332
2013m12,-.22648
2014m1,-.3253108
2014m2,-.6181
2014m3,-1.012706
2014m4,-1.347061
2014m5,-1.407032
2014m6,-1.0875
2014m7,-.6750045
2014m8,-.2426724
2014m9,-.2324154
2014m10,-.6188762
2014m11,-.9667137
2014m12,-1.262316
2015m1,-1.717505
2015m2,-2.083215
2015m3,-2.214344
2015m4,-2.024044
2015m5,-1.660752
2015m6,-1.518031
2015m7,-1.39899
2015m8,-1.163278
2015m9,-.8494517
2015m10,-.7347337
2015m11,-.8007842
2015m12,-1.188197
2016m1,-1.730746
2016m2,-2.197837
2016m3,-2.700553
2016m4,-3.354451
