date,cat_family_stress
2008m1,-.6559991
2008m2,-.6933689
2008m3,-.6658565
2008m4,-.6053462
2008m5,-.4115028
2008m6,-.0245426
2008m7,.3385205
2008m8,.5578616
2008m9,.3379343
2008m10,-.1315681
2008m11,-.6431417
2008m12,-.8325954
2009m1,-.5839113
2009m2,-.3200064
2009m3,-.2122617
2009m4,-.0223217
2009m5,.2243493
2009m6,.7180282
2009m7,1.102324
2009m8,1.150967
2009m9,1.054159
2009m10,1.010781
2009m11,1.07073
2009m12,1.068048
2010m1,1.075402
2010m2,1.088181
2010m3,1.253877
2010m4,1.651174
2010m5,2.144547
2010m6,2.625146
2010m7,2.492801
2010m8,2.025266
2010m9,1.346588
2010m10,.7615354
2010m11,.3815897
2010m12,.0348488
2011m1,-.1241363
2011m2,-.209677
2011m3,-.1667808
2011m4,-.0370105
2011m5,.2182698
2011m6,.5231447
2011m7,.7106326
2011m8,.6002429
2011m9,.2731809
2011m10,-.0622575
2011m11,-.3889374
2011m12,-.4147456
2012m1,-.081734
2012m2,.1629175
2012m3,.3720671
2012m4,.6342082
2012m5,.8492014
2012m6,.9315993
2012m7,.9030091
2012m8,.8170245
2012m9,.5127914
2012m10,.1958071
2012m11,-.1177855
2012m12,-.2611067
2013m1,-.1073624
2013m2,-.1245361
2013m3,-.1587837
2013m4,-.214054
2013m5,-.2244912
2013m6,-.1235015
2013m7,-.0773706
2013m8,-.2842501
2013m9,-.7153952
2013m10,-1.188708
2013m11,-1.509483
2013m12,-1.571068
2014m1,-1.246996
2014m2,-1.021784
2014m3,-.8586134
2014m4,-.6221363
2014m5,-.3055237
2014m6,-.0173806
2014m7,.022606
2014m8,-.2969364
2014m9,-1.007893
2014m10,-1.592444
2014m11,-1.887861
2014m12,-1.899364
2015m1,-1.695788
2015m2,-1.632947
2015m3,-1.575907
2015m4,-1.423676
2015m5,-1.047058
2015m6,-.3463832
2015m7,.3460401
2015m8,.4363539
2015m9,.0628944
2015m10,-.2730152
2015m11,-.4573352
2015m12,-.3423584
2016m1,-.0798452
2016m2,-.1277383
2016m3,-.1635499
2016m4,-.1985174
