region,date,crime
PACA,2013m1,-.36892518
PACA,2013m2,-.29800642
PACA,2013m3,-.47143823
PACA,2013m4,-.67469049
PACA,2013m5,-.67506349
PACA,2013m6,-.80983907
PACA,2013m7,-2.0252903
PACA,2013m8,-2.1006398
PACA,2013m9,-.89613748
PACA,2013m10,-.89134645
PACA,2013m11,-.77018988
PACA,2013m12,-1.1478783
PACA,2014m1,-.37160677
PACA,2014m2,-.12547475
PACA,2014m3,-.41227707
PACA,2014m4,-.55208296
PACA,2014m5,-.3219339
PACA,2014m6,-.090627395
PACA,2014m7,-.72741812
PACA,2014m8,-1.3091552
PACA,2014m9,-.066534355
PACA,2014m10,-.4060306
PACA,2014m11,.055432312
PACA,2014m12,-.88373345
PACA,2015m1,.78020895
PACA,2015m2,1.3159444
PACA,2015m3,1.0097491
PACA,2015m4,1.159142
PACA,2015m5,.13262889
PACA,2015m6,-.092027709
PACA,2015m7,-.51829791
PACA,2015m8,-.9625861
PACA,2015m9,.010911882
PACA,2015m10,.5042969
PACA,2015m11,2.2572293
PACA,2015m12,-.25774306
PACA,2016m1,1.0136757
PACA,2016m2,.62527585
PACA,2016m3,.86051959
PACA,2016m4,.52933872
PACA,2016m5,1.1190994
PACA,2016m6,.089696467
PACA,2016m7,-.196696
PACA,2016m8,-.40178266
PACA,2016m9,1.0272797
PACA,2016m10,1.2772322
PACA,2016m11,1.2540264
PACA,2016m12,-.22716776
PACA,2017m1,1.1324364
PACA,2017m2,1.8716871
PACA,2017m3,1.0187325
