date,cat_layoffs
2008m1,-.5684709
2008m2,-.7151113
2008m3,-.6892729
2008m4,-.5301515
2008m5,-.3544552
2008m6,-.2268942
2008m7,-.233217
2008m8,-.1239026
2008m9,.3583079
2008m10,1.153735
2008m11,2.026087
2008m12,2.595847
2009m1,2.774419
2009m2,2.811302
2009m3,2.714597
2009m4,2.308854
2009m5,1.783105
2009m6,1.372179
2009m7,1.18651
2009m8,1.030599
2009m9,1.10486
2009m10,1.334072
2009m11,1.523862
2009m12,1.304007
2010m1,1.200542
2010m2,1.312075
2010m3,1.487852
2010m4,1.451872
2010m5,1.260283
2010m6,1.259895
2010m7,.8869094
2010m8,.3065678
2010m9,-.0187393
2010m10,-.0119475
2010m11,.1135985
2010m12,.0623099
2011m1,-.1284907
2011m2,-.2748092
2011m3,-.3490606
2011m4,-.4431423
2011m5,-.4981395
2011m6,-.6015379
2011m7,-.6719217
2011m8,-.6343331
2011m9,-.454688
2011m10,-.1796648
2011m11,-.0815506
2011m12,-.1362469
2012m1,-.2002887
2012m2,-.3264537
2012m3,-.4567702
2012m4,-.4949594
2012m5,-.5295042
2012m6,-.5451627
2012m7,-.4755297
2012m8,-.3479217
2012m9,-.225567
2012m10,-.1484508
2012m11,-.1812207
2012m12,-.351448
2013m1,-.4883709
2013m2,-.5279778
2013m3,-.5402408
2013m4,-.5796362
2013m5,-.6086779
2013m6,-.5822235
2013m7,-.7123953
2013m8,-.7731233
2013m9,-.6950722
2013m10,-.6412228
2013m11,-.6036168
2013m12,-.4557655
2014m1,-.24104
2014m2,-.3077365
2014m3,-.4916812
2014m4,-.5725658
2014m5,-.5860944
2014m6,-.6525512
2014m7,-.7747639
2014m8,-.8451422
2014m9,-.7967688
2014m10,-.7098628
2014m11,-.6514009
2014m12,-.5671232
2015m1,-.4492892
2015m2,-.4316619
2015m3,-.4619471
2015m4,-.5768114
2015m5,-.7665933
2015m6,-.9382868
2015m7,-.9599173
2015m8,-.8663028
2015m9,-.714575
2015m10,-.7315907
2015m11,-.8078048
2015m12,-.8005612
2016m1,-.6579253
2016m2,-.49538
2016m3,-.2903136
2016m4,-.161209
