date,cat_housing
2011m1,.1356939
2011m2,-.1438928
2011m3,-.3670437
2011m4,-.5431511
2011m5,-.4999395
2011m6,-.1159569
2011m7,.4921995
2011m8,1.323969
2011m9,1.584987
2011m10,1.451472
2011m11,1.026815
2011m12,.9566791
2012m1,1.28475
2012m2,1.420837
2012m3,1.332669
2012m4,1.101738
2012m5,1.055744
2012m6,1.151185
2012m7,1.184542
2012m8,1.134146
2012m9,1.029344
2012m10,.7151144
2012m11,.3163662
2012m12,.1651012
2013m1,.3856649
2013m2,.4390289
2013m3,.4548877
2013m4,.5725046
2013m5,.6460721
2013m6,.6808192
2013m7,.3715713
2013m8,-.1645691
2013m9,-.7139481
2013m10,-1.154011
2013m11,-1.494408
2013m12,-1.592548
2014m1,-1.363293
2014m2,-1.113629
2014m3,-.8671616
2014m4,-.7086892
2014m5,-.6789014
2014m6,-.6864824
2014m7,-.7991214
2014m8,-.9867843
2014m9,-1.186611
2014m10,-1.313772
2014m11,-1.379483
2014m12,-1.037218
2015m1,-.36942
2015m2,-.0121079
2015m3,.1439272
2015m4,.1098584
2015m5,.0314524
2015m6,.0785993
2015m7,.0182373
2015m8,-.1953835
2015m9,-.5857273
2015m10,-1.020333
2015m11,-1.280213
2015m12,-1.103199
2016m1,-.5588349
2016m2,-.0459976
2016m3,.3772383
2016m4,.9086174
