date,cat_health_worries
2011m1,2.187798
2011m2,2.169066
2011m3,1.941077
2011m4,1.700274
2011m5,1.545767
2011m6,1.458501
2011m7,1.385605
2011m8,1.274494
2011m9,1.18042
2011m10,.8068579
2011m11,.6214964
2011m12,.8024868
2012m1,1.102179
2012m2,1.116836
2012m3,1.035988
2012m4,.9575668
2012m5,.8296481
2012m6,.6806374
2012m7,.5780078
2012m8,.404551
2012m9,.1955625
2012m10,.0409318
2012m11,-.1218055
2012m12,-.249206
2013m1,-.2142607
2013m2,-.2582807
2013m3,-.133401
2013m4,-.113955
2013m5,-.1115494
2013m6,-.1861504
2013m7,-.3754592
2013m8,-.577122
2013m9,-.6826782
2013m10,-.6550632
2013m11,-.7111626
2013m12,-.8069341
2014m1,-.7877772
2014m2,-.574874
2014m3,-.2562472
2014m4,-.1042635
2014m5,-.1050352
2014m6,-.2509051
2014m7,-.4244302
2014m8,-.5440776
2014m9,-.5135511
2014m10,-.4384544
2014m11,-.5365219
2014m12,-.4558468
2015m1,-.1173536
2015m2,.1003703
2015m3,.1343853
2015m4,-.367212
2015m5,-.7551726
2015m6,-.9166029
2015m7,-.9988875
2015m8,-1.258253
2015m9,-1.328214
2015m10,-1.247615
2015m11,-1.190557
2015m12,-1.189313
2016m1,-1.169303
2016m2,-1.139243
2016m3,-1.17661
2016m4,-1.207157
