date,swb_job_satisfaction
2011m1,.7881989
2011m2,.4174489
2011m3,-.0233089
2011m4,-.4124892
2011m5,-.5030444
2011m6,-.3606048
2011m7,.0467972
2011m8,.087403
2011m9,.0003274
2011m10,.2274782
2011m11,.5649853
2011m12,.9930248
2012m1,1.082977
2012m2,.5514426
2012m3,-.0032097
2012m4,-.5599499
2012m5,-.9054903
2012m6,-.8682358
2012m7,-.3289522
2012m8,.2427565
2012m9,.4428098
2012m10,.5026153
2012m11,.50486
2012m12,.5465278
2013m1,.3792361
2013m2,-.1495169
2013m3,-.6078141
2013m4,-.9661089
2013m5,-1.319497
2013m6,-1.329007
2013m7,-1.040445
2013m8,-.732649
2013m9,-.4130228
2013m10,-.1900302
2013m11,-.2561998
2013m12,-.0488576
2014m1,.2610146
2014m2,.0164349
2014m3,-.4561566
2014m4,-.8563627
2014m5,-1.203732
2014m6,-1.232552
2014m7,-1.37812
2014m8,-1.752071
2014m9,-1.941906
2014m10,-1.806577
2014m11,-1.430931
2014m12,-1.050319
2015m1,-.8030879
2015m2,-.9144533
2015m3,-1.153289
2015m4,-1.296018
2015m5,-1.476398
2015m6,-1.356692
2015m7,-1.013367
2015m8,-.9123078
2015m9,-.9992286
2015m10,-1.758428
2015m11,-1.96814
2015m12,-1.483539
2016m1,-.8506523
2016m2,-.545732
2016m3,-.7520401
2016m4,-1.309555
