date,swb_respect
2008m1,.0550802
2008m2,-.8219934
2008m3,-1.154688
2008m4,-.9129887
2008m5,-.2434686
2008m6,.1938803
2008m7,.6758485
2008m8,.9433256
2008m9,1.023517
2008m10,1.279166
2008m11,1.885685
2008m12,1.88711
2009m1,1.995399
2009m2,1.523633
2009m3,1.185947
2009m4,.7633704
2009m5,.3071767
2009m6,.140207
2009m7,.5506556
2009m8,.5770913
2009m9,.652283
2009m10,1.216402
2009m11,1.574347
2009m12,1.208671
2010m1,.9192512
2010m2,.5799972
2010m3,.5057654
2010m4,.6501167
2010m5,.5416682
2010m6,.9004674
2010m7,1.335796
2010m8,1.476763
2010m9,1.653644
2010m10,1.645176
2010m11,1.11547
2010m12,.9087675
2011m1,1.371606
2011m2,1.576982
2011m3,1.534238
2011m4,1.415311
2011m5,1.61988
2011m6,1.769955
2011m7,1.405285
2011m8,1.078075
2011m9,1.122211
2011m10,1.420586
2011m11,1.703716
2011m12,1.973262
2012m1,2.283592
2012m2,2.005687
2012m3,1.544247
2012m4,1.10031
2012m5,1.039982
2012m6,.8590411
2012m7,.597625
2012m8,.5233854
2012m9,.4474625
2012m10,.4579801
2012m11,.4436517
2012m12,.4327092
2013m1,.7347274
2013m2,.7545708
2013m3,.6014637
2013m4,.4172683
2013m5,.5697144
2013m6,.8960472
2013m7,1.095191
2013m8,1.001857
2013m9,.8412776
2013m10,.9562267
2013m11,1.174889
2013m12,1.306968
2014m1,1.440961
2014m2,1.326874
2014m3,1.154468
2014m4,.7757425
2014m5,.5750628
2014m6,.5853816
2014m7,.5696132
2014m8,.593924
2014m9,.3619024
2014m10,.1772098
2014m11,.3151848
2014m12,.5866367
2015m1,.9197103
2015m2,.9595406
2015m3,.8686795
2015m4,.6138002
2015m5,.6172225
2015m6,.6922135
2015m7,.6502335
2015m8,.2061842
2015m9,-.2996048
2015m10,-.4737551
2015m11,-.4696171
2015m12,-.3683032
2016m1,.2475863
2016m2,.4955745
2016m3,.3237467
2016m4,-.1805007
