region,date,protectionnisme
Basse-Normandie,2013m1,.63775414
Basse-Normandie,2013m2,.0086545777
Basse-Normandie,2013m3,.10614295
Basse-Normandie,2013m4,.15299097
Basse-Normandie,2013m5,-.062265962
Basse-Normandie,2013m6,-.057675477
Basse-Normandie,2013m7,-1.1818314
Basse-Normandie,2013m8,-.65782821
Basse-Normandie,2013m9,.021436282
Basse-Normandie,2013m10,.66969085
Basse-Normandie,2013m11,.6919769
Basse-Normandie,2013m12,-.37312996
Basse-Normandie,2014m1,.35237807
Basse-Normandie,2014m2,.40296087
Basse-Normandie,2014m3,.14591937
Basse-Normandie,2014m4,-.066019624
Basse-Normandie,2014m5,-.18252057
Basse-Normandie,2014m6,-.11200409
Basse-Normandie,2014m7,-.98043591
Basse-Normandie,2014m8,-.80352175
Basse-Normandie,2014m9,-.11517701
Basse-Normandie,2014m10,.199358
Basse-Normandie,2014m11,.38861284
Basse-Normandie,2014m12,-.065630801
Basse-Normandie,2015m1,.0094679855
Basse-Normandie,2015m2,.12656523
Basse-Normandie,2015m3,.1844988
Basse-Normandie,2015m4,.13345316
Basse-Normandie,2015m5,-.1716677
Basse-Normandie,2015m6,-.46620947
Basse-Normandie,2015m7,-.86871427
Basse-Normandie,2015m8,-.65896839
Basse-Normandie,2015m9,.10936297
Basse-Normandie,2015m10,.58578229
Basse-Normandie,2015m11,.58587503
Basse-Normandie,2015m12,.029574841
Basse-Normandie,2016m1,.053311769
Basse-Normandie,2016m2,-.02161501
Basse-Normandie,2016m3,.44008356
Basse-Normandie,2016m4,.39031821
Basse-Normandie,2016m5,.42036504
Basse-Normandie,2016m6,.49311996
Basse-Normandie,2016m7,-1.1168261
Basse-Normandie,2016m8,-1.0082557
Basse-Normandie,2016m9,-.164616
Basse-Normandie,2016m10,.50359219
Basse-Normandie,2016m11,.37531424
Basse-Normandie,2016m12,.085346282
Basse-Normandie,2017m1,.68497741
Basse-Normandie,2017m2,-.040009126
Basse-Normandie,2017m3,.79048371
