healthy_habits_f
1.942702
-.584053
1.309543
-1.006137
.7336631
1.075659
.6555569
-1.33711
-.4917057
-.878016
-.199493
-.1200776
.4743761
.1896226
.6711076
-.9765989
-.5370621
-.2970467
.0774949
-.8204423
-1.851429
-1.731272
.8057936
-1.636367
.2326899
-.8373112
2.153053
.0386021
.3574828
1.839283
.370359
-.3490492
-1.244277
-.730229
-.018824
-.5321844
1.358016
-.3222282
1.222234
.2309832
-.183075
1.38846
.6795304
-.7215049
-.5180786
-1.896021
.0561052
-.8093866
1.771504
.8225861
.3917035
-.3078332
.2076627
.9585452
.8751872
-.1046632
-1.848027
