date,cat_layoffs
2008m1,-.7530854
2008m2,-1.00287
2008m3,-1.013269
2008m4,-.9799893
2008m5,-.9226862
2008m6,-.8196518
2008m7,-.6653456
2008m8,-.5177817
2008m9,-.0762303
2008m10,.6155212
2008m11,1.322866
2008m12,1.976816
2009m1,2.648801
2009m2,2.588635
2009m3,1.996112
2009m4,1.424634
2009m5,1.298536
2009m6,1.485518
2009m7,1.506516
2009m8,1.446854
2009m9,1.427664
2009m10,1.621328
2009m11,1.660754
2009m12,1.323411
2010m1,1.21342
2010m2,1.20624
2010m3,1.418797
2010m4,1.422656
2010m5,1.33999
2010m6,1.434668
2010m7,1.424255
2010m8,1.02679
2010m9,.6075456
2010m10,.3614929
2010m11,.2389321
2010m12,.2137464
2011m1,.1250638
2011m2,.1129749
2011m3,.1450073
2011m4,.1729603
2011m5,.072544
2011m6,.0101973
2011m7,-.1535858
2011m8,-.272417
2011m9,-.1985875
2011m10,-.0962984
2011m11,-.064155
2011m12,-.0379817
2012m1,-.0133623
2012m2,-.0255327
2012m3,-.0198895
2012m4,-.0473435
2012m5,-.1385652
2012m6,-.2321086
2012m7,-.275017
2012m8,-.1623284
2012m9,.0564359
2012m10,.2826162
2012m11,.2393488
2012m12,-.0400853
2013m1,-.1933913
2013m2,-.408038
2013m3,-.5087979
2013m4,-.5549294
2013m5,-.6270913
2013m6,-.7080106
2013m7,-.7360162
2013m8,-.7199305
2013m9,-.6877214
2013m10,-.6825112
2013m11,-.6858131
2013m12,-.6110272
2014m1,-.456171
2014m2,-.4610306
2014m3,-.5090132
2014m4,-.587773
2014m5,-.7402884
2014m6,-.8734874
2014m7,-.987871
2014m8,-1.013124
2014m9,-.9069567
2014m10,-.7732552
2014m11,-.7726383
2014m12,-.8407997
2015m1,-.8067482
2015m2,-.7896398
2015m3,-.7706113
2015m4,-.8229994
2015m5,-.8968371
2015m6,-.9212934
2015m7,-.9002388
2015m8,-.8689416
2015m9,-.8647739
2015m10,-.8665761
2015m11,-.8592554
2015m12,-.8343319
2016m1,-.7338516
2016m2,-.6957777
2016m3,-.6731806
2016m4,-.5907374
