date,cat_job_growth
2011m1,1.359363
2011m2,1.47566
2011m3,.9313228
2011m4,.372783
2011m5,-.0472835
2011m6,-.4058178
2011m7,-.6190548
2011m8,-.7217971
2011m9,-.5758748
2011m10,-.4384473
2011m11,-.537493
2011m12,-.724543
2012m1,-.7037222
2012m2,-.5008712
2012m3,-.3986276
2012m4,-.5539727
2012m5,-.7946959
2012m6,-.9338718
2012m7,-.8423514
2012m8,-.551932
2012m9,-.0896602
2012m10,.202006
2012m11,-.1334666
2012m12,-.5825761
2013m1,-.6609655
2013m2,-.1839177
2013m3,.09243
2013m4,.1786501
2013m5,.0314969
2013m6,-.3197117
2013m7,-.6968079
2013m8,-1.040558
2013m9,-.9180847
2013m10,-.6480648
2013m11,-.6550431
2013m12,-.6768879
2014m1,-.6003367
2014m2,-.2751084
2014m3,.3049902
2014m4,.6470924
2014m5,.5177697
2014m6,-.1829755
2014m7,-.8597453
2014m8,-1.064765
2014m9,-.6785095
2014m10,-.0550759
2014m11,.326035
2014m12,.3922241
2015m1,.7231118
2015m2,1.186875
2015m3,1.343838
2015m4,1.07501
2015m5,.5257394
2015m6,.2179315
2015m7,.0074486
2015m8,-.0004697
2015m9,.5020583
2015m10,.9297882
2015m11,.6067305
2015m12,.3743142
2016m1,.4052379
2016m2,.8011515
2016m3,1.475994
2016m4,2.666034
