date,cat_health_worries
2011m1,1.835092
2011m2,1.885258
2011m3,1.800986
2011m4,1.741478
2011m5,1.83237
2011m6,1.788662
2011m7,1.627771
2011m8,1.534518
2011m9,1.406259
2011m10,1.111154
2011m11,.8124372
2011m12,.7213729
2012m1,.8309724
2012m2,.9124502
2012m3,1.025713
2012m4,.8575175
2012m5,.5024511
2012m6,.1939843
2012m7,.1728074
2012m8,.3115733
2012m9,.3266894
2012m10,.2795786
2012m11,.1627057
2012m12,.1793124
2013m1,.2421029
2013m2,.2455846
2013m3,.1284358
2013m4,-.0298892
2013m5,-.1100961
2013m6,-.0171892
2013m7,-.0051493
2013m8,-.274924
2013m9,-.5863246
2013m10,-.7176349
2013m11,-.7795513
2013m12,-.8467705
2014m1,-.8198062
2014m2,-.6381054
2014m3,-.5407696
2014m4,-.4718172
2014m5,-.4552253
2014m6,-.516853
2014m7,-.5498418
2014m8,-.7443481
2014m9,-.8338291
2014m10,-.8414067
2014m11,-1.006979
2014m12,-1.102459
2015m1,-1.062625
2015m2,-.9128853
2015m3,-.8407645
2015m4,-1.063385
2015m5,-1.292079
2015m6,-1.243285
2015m7,-.9690191
2015m8,-.8712569
2015m9,-.8630504
2015m10,-.9525974
2015m11,-1.035013
2015m12,-.9728379
2016m1,-.7741185
2016m2,-.5320365
2016m3,-.0459038
2016m4,.8505908
