date,cat_civic_engagement
2008m1,.5084653
2008m2,.6300714
2008m3,.5246781
2008m4,.1274498
2008m5,-.618855
2008m6,-.979946
2008m7,-.8221974
2008m8,-.1007874
2008m9,1.010339
2008m10,1.651324
2008m11,1.544195
2008m12,1.087001
2009m1,.9220782
2009m2,.9665678
2009m3,.8695446
2009m4,.6267544
2009m5,.1322632
2009m6,-.2973132
2009m7,-.3199075
2009m8,.1712772
2009m9,.9797165
2009m10,1.474873
2009m11,1.446458
2009m12,1.198756
2010m1,1.339032
2010m2,1.810116
2010m3,2.275378
2010m4,2.00439
2010m5,1.162324
2010m6,.4296249
2010m7,.1466421
2010m8,.4998899
2010m9,1.107049
2010m10,1.318452
2010m11,1.119511
2010m12,.6352282
2011m1,.4227389
2011m2,.4760375
2011m3,.4216946
2011m4,.1612514
2011m5,-.2488247
2011m6,-.5409189
2011m7,-.6144323
2011m8,-.3769018
2011m9,.1113637
2011m10,.3630998
2011m11,.3216998
2011m12,.0767285
2012m1,.040526
2012m2,.1140493
2012m3,.0275555
2012m4,-.2779105
2012m5,-.8170949
2012m6,-1.104314
2012m7,-.9432417
2012m8,-.4521848
2012m9,.0581518
2012m10,.1844395
2012m11,-.0815072
2012m12,-.3262022
2013m1,-.1516221
2013m2,.0677975
2013m3,-.0790756
2013m4,-.4404727
2013m5,-1.017951
2013m6,-1.450209
2013m7,-1.541011
2013m8,-1.150972
2013m9,-.5150829
2013m10,-.184287
2013m11,-.1852832
2013m12,-.3276373
2014m1,-.4408448
2014m2,-.4629275
2014m3,-.5758826
2014m4,-.6424314
2014m5,-1.030748
2014m6,-1.366743
2014m7,-1.374822
2014m8,-.9995383
2014m9,-.4865866
2014m10,-.2399035
2014m11,-.3047253
2014m12,-.50634
2015m1,-.5806759
2015m2,-.5997847
2015m3,-.6074799
2015m4,-.6966575
2015m5,-1.015287
2015m6,-1.20471
2015m7,-1.042135
2015m8,-.6296761
2015m9,-.173278
2015m10,-.0833665
2015m11,-.1685996
2015m12,-.4103004
2016m1,-.4861969
2016m2,-.3704575
2016m3,-.198314
2016m4,.0979735
