date,cat_education
2011m1,.9444669
2011m2,1.105271
2011m3,1.079889
2011m4,.8389349
2011m5,.4683901
2011m6,.1151349
2011m7,-.0161029
2011m8,.3539669
2011m9,.9802414
2011m10,1.163321
2011m11,.9313225
2011m12,.5608863
2012m1,.63973
2012m2,.7526646
2012m3,.7167529
2012m4,.5130253
2012m5,.1062416
2012m6,-.3545723
2012m7,-.3783909
2012m8,.1832619
2012m9,.8818725
2012m10,1.051737
2012m11,.7989691
2012m12,.5025587
2013m1,.5713676
2013m2,.6492689
2013m3,.6026891
2013m4,.3821748
2013m5,-.2068361
2013m6,-.926859
2013m7,-1.278819
2013m8,-.9317801
2013m9,-.2657642
2013m10,-.0199921
2013m11,-.2152676
2013m12,-.4102391
2014m1,-.2903567
2014m2,-.0919852
2014m3,-.1447951
2014m4,-.438985
2014m5,-.8873419
2014m6,-1.268435
2014m7,-1.354303
2014m8,-1.026805
2014m9,-.6431802
2014m10,-.7055438
2014m11,-1.059185
2014m12,-1.370472
2015m1,-1.392704
2015m2,-1.309012
2015m3,-1.23077
2015m4,-1.191105
2015m5,-1.134983
2015m6,-1.136755
2015m7,-.8331612
2015m8,-.0269813
2015m9,.8801644
2015m10,1.101059
2015m11,.7739184
2015m12,.3671394
2016m1,.3953554
2016m2,.6179276
2016m3,.717427
2016m4,.7943524
