region,date,immigration
Centre,2013m1,-.25900701
Centre,2013m2,-.56451708
Centre,2013m3,-.29161808
Centre,2013m4,-.022475498
Centre,2013m5,-.059213005
Centre,2013m6,-.65276599
Centre,2013m7,-1.0108869
Centre,2013m8,-.43605059
Centre,2013m9,.19029963
Centre,2013m10,.19223443
Centre,2013m11,.097634763
Centre,2013m12,-.14212176
Centre,2014m1,-.23724107
Centre,2014m2,.18217851
Centre,2014m3,-.27856591
Centre,2014m4,.033267781
Centre,2014m5,.16014753
Centre,2014m6,-.35351765
Centre,2014m7,-.64914733
Centre,2014m8,-.34723556
Centre,2014m9,.093997672
Centre,2014m10,-.19189271
Centre,2014m11,-.081102453
Centre,2014m12,-.35899165
Centre,2015m1,.11082014
Centre,2015m2,-.16122885
Centre,2015m3,.34692115
Centre,2015m4,.64783108
Centre,2015m5,-.025775652
Centre,2015m6,-.37640893
Centre,2015m7,-.20398504
Centre,2015m8,.39043272
Centre,2015m9,2.5627406
Centre,2015m10,.36407226
Centre,2015m11,.40303224
Centre,2015m12,.052142791
Centre,2016m1,.46506917
Centre,2016m2,.5348708
Centre,2016m3,-.11653443
Centre,2016m4,-.50432062
Centre,2016m5,-.21930711
Centre,2016m6,-.27012745
Centre,2016m7,-.57780141
Centre,2016m8,-.33464551
Centre,2016m9,.46816504
Centre,2016m10,.71796703
Centre,2016m11,.38675171
Centre,2016m12,-.31853247
Centre,2017m1,.326859
Centre,2017m2,.19297935
Centre,2017m3,.18431656
