date,cat_civic_engagement
2008m1,.0739938
2008m2,.2188725
2008m3,.2588824
2008m4,.0748935
2008m5,-.3479541
2008m6,-.7181598
2008m7,-.7254159
2008m8,-.1940787
2008m9,.7264854
2008m10,1.198932
2008m11,.9053421
2008m12,.429622
2009m1,.2286131
2009m2,.4160618
2009m3,.4597712
2009m4,.2833571
2009m5,-.013917
2009m6,-.3322512
2009m7,-.3547662
2009m8,.0969791
2009m9,.8931958
2009m10,1.632901
2009m11,1.803642
2009m12,1.556957
2010m1,1.647162
2010m2,2.062043
2010m3,2.439702
2010m4,2.462252
2010m5,2.012697
2010m6,1.441795
2010m7,1.12127
2010m8,1.278762
2010m9,1.748998
2010m10,1.858532
2010m11,1.576109
2010m12,.7105602
2011m1,.0124854
2011m2,-.1924233
2011m3,-.2153285
2011m4,-.1976016
2011m5,-.3344831
2011m6,-.5817353
2011m7,-.7366004
2011m8,-.6364272
2011m9,-.2035052
2011m10,.0053427
2011m11,-.1989011
2011m12,-.6659916
2012m1,-.933423
2012m2,-.9300395
2012m3,-.8208394
2012m4,-.641492
2012m5,-.6084756
2012m6,-.7210464
2012m7,-.6474907
2012m8,-.3110846
2012m9,.1091889
2012m10,.2568133
2012m11,.0838116
2012m12,-.117761
2013m1,-.1543665
2013m2,-.1668102
2013m3,-.1948654
2013m4,-.2560771
2013m5,-.5140014
2013m6,-.8986363
2013m7,-1.054927
2013m8,-.8373929
2013m9,-.4331905
2013m10,-.3439216
2013m11,-.4848636
2013m12,-.6790056
2014m1,-.7408937
2014m2,-.6538156
2014m3,-.6252963
2014m4,-.6664174
2014m5,-.9349629
2014m6,-1.202473
2014m7,-1.148827
2014m8,-.8095091
2014m9,-.3466947
2014m10,-.1898591
2014m11,-.2847034
2014m12,-.4621903
2015m1,-.5024748
2015m2,-.4251698
2015m3,-.3532006
2015m4,-.4232183
2015m5,-.7376023
2015m6,-1.031946
2015m7,-1.066784
2015m8,-.7345812
2015m9,-.230739
2015m10,-.0635822
2015m11,-.1505785
2015m12,-.2742658
2016m1,-.2288322
2016m2,-.0783598
2016m3,.1234883
2016m4,.5567161
