date,swb_laugh
2008m1,.6216993
2008m2,.661134
2008m3,.5391095
2008m4,.5692319
2008m5,.8410181
2008m6,1.0099
2008m7,.5807774
2008m8,-.1169999
2008m9,-.7503986
2008m10,-.8927031
2008m11,-.9794688
2008m12,-1.033115
2009m1,-1.502006
2009m2,-1.503952
2009m3,-.8294414
2009m4,-.1033603
2009m5,.5384951
2009m6,.7358018
2009m7,.4661142
2009m8,.1855975
2009m9,-.077565
2009m10,-.0759012
2009m11,-.135437
2009m12,-.1888852
2010m1,-.5495659
2010m2,-.345648
2010m3,.4796766
2010m4,1.140565
2010m5,1.389636
2010m6,1.075846
2010m7,.7308624
2010m8,.6066929
2010m9,.6672896
2010m10,.8903385
2010m11,.8956342
2010m12,.6208373
2011m1,.3623265
2011m2,.4112769
2011m3,.652109
2011m4,1.027309
2011m5,1.276419
2011m6,1.140598
2011m7,.8808285
2011m8,.7005837
2011m9,.884662
2011m10,1.360286
2011m11,1.649478
2011m12,1.527243
2012m1,1.116612
2012m2,.9282656
2012m3,1.257949
2012m4,1.496559
2012m5,1.627255
2012m6,1.588673
2012m7,1.558772
2012m8,1.489399
2012m9,1.382376
2012m10,1.262678
2012m11,.8846058
2012m12,.5082591
2013m1,.5336472
2013m2,1.032531
2013m3,1.585429
2013m4,1.944677
2013m5,2.059467
2013m6,2.020352
2013m7,1.907198
2013m8,1.755982
2013m9,1.749893
2013m10,1.891806
2013m11,1.871192
2013m12,1.570777
2014m1,1.211159
2014m2,1.243155
2014m3,1.591671
2014m4,1.90187
2014m5,1.957871
2014m6,1.862093
2014m7,1.602247
2014m8,1.185442
2014m9,.7564138
2014m10,.4773106
2014m11,.3572599
2014m12,.0754376
2015m1,-.2168724
2015m2,-.0852059
2015m3,.4138401
2015m4,1.094877
2015m5,1.484123
2015m6,1.471041
2015m7,1.267319
2015m8,.9572302
2015m9,.7269928
2015m10,.4991265
2015m11,.3671433
2015m12,.4151185
2016m1,.428692
2016m2,.5390525
2016m3,1.158097
2016m4,2.571413
