family_life_f
-.6963533
-.7935585
-.2540982
-.6647149
-.7730501
-.3601704
-.8401076
.5610241
.7064819
1.169095
.3121853
-.4190239
.5344154
-.8182121
-.1999943
-.7803848
-.9157381
-.4461401
.5511692
2.937386
1.001317
.5917966
.217496
-.4848561
.3113657
.5505414
.4190918
-.548207
1.104437
.2885289
-.0855808
2.329837
1.218644
2.105462
1.364766
.3465592
-.0953033
-.4742581
-.3499714
-1.229326
-1.14266
-.5998314
-.7049466
1.429208
.4487185
-.2389063
.2481739
-1.251298
-.8856041
-.2557479
-.8433233
-1.796323
-1.239326
-2.248072
-.3819441
1.303748
.765584
