date,cat_education
2011m1,1.382354
2011m2,1.199363
2011m3,.9366189
2011m4,.678715
2011m5,.3026061
2011m6,-.1080031
2011m7,-.214362
2011m8,.2478043
2011m9,.8585353
2011m10,.9499537
2011m11,.6354496
2011m12,.265498
2012m1,.4034817
2012m2,.5118015
2012m3,.3753093
2012m4,.1991209
2012m5,-.1855234
2012m6,-.6695112
2012m7,-.777185
2012m8,-.2225329
2012m9,.4665279
2012m10,.4279723
2012m11,-.1643319
2012m12,-.5553062
2013m1,-.3795319
2013m2,-.3488123
2013m3,-.6919079
2013m4,-1.072884
2013m5,-1.487853
2013m6,-1.724444
2013m7,-1.340019
2013m8,-.4831502
2013m9,.2528002
2013m10,.4234513
2013m11,.0760208
2013m12,-.2205867
2014m1,-.0676978
2014m2,.0691755
2014m3,-.0183195
2014m4,-.2048447
2014m5,-.6705269
2014m6,-1.049693
2014m7,-.8960215
2014m8,-.0923891
2014m9,.7586088
2014m10,.9500852
2014m11,.5837275
2014m12,.3255144
2015m1,.5970877
2015m2,.8077151
2015m3,.7123965
2015m4,.3573086
2015m5,-.3462909
2015m6,-1.026817
2015m7,-1.09297
2015m8,-.4124391
2015m9,.3839709
2015m10,.4477064
2015m11,-.017486
2015m12,-.4344307
2016m1,-.2554214
2016m2,-.0102159
2016m3,.1841686
2016m4,.4706578
