date,swb_happiness
2008m1,-.738229
2008m2,.2072125
2008m3,.755995
2008m4,.9623289
2008m5,.6116127
2008m6,.0452324
2008m7,-.4554228
2008m8,-.9241564
2008m9,-1.163334
2008m10,-1.467033
2008m11,-2.037794
2008m12,-2.685312
2009m1,-3.174068
2009m2,-2.816728
2009m3,-2.068678
2009m4,-1.320459
2009m5,-1.175691
2009m6,-1.520752
2009m7,-1.944248
2009m8,-2.215873
2009m9,-2.434762
2009m10,-2.992133
2009m11,-3.063496
2009m12,-2.958725
2010m1,-2.978361
2010m2,-2.728603
2010m3,-2.397587
2010m4,-1.995058
2010m5,-1.680261
2010m6,-1.683028
2010m7,-1.750764
2010m8,-1.943087
2010m9,-1.723291
2010m10,-1.58042
2010m11,-1.552208
2010m12,-1.701987
2011m1,-1.541034
2011m2,-1.218053
2011m3,-1.174997
2011m4,-1.132278
2011m5,-1.155033
2011m6,-1.281963
2011m7,-1.384444
2011m8,-1.459736
2011m9,-1.306533
2011m10,-1.171247
2011m11,-1.155648
2011m12,-1.201529
2012m1,-1.445835
2012m2,-1.289405
2012m3,-.8573794
2012m4,-.6718026
2012m5,-.8469815
2012m6,-1.010472
2012m7,-1.332212
2012m8,-1.583049
2012m9,-1.494125
2012m10,-1.412598
2012m11,-1.339007
2012m12,-1.441677
2013m1,-1.568053
2013m2,-1.283642
2013m3,-.9577475
2013m4,-.6793757
2013m5,-.6374373
2013m6,-.8041481
2013m7,-.9782068
2013m8,-1.156269
2013m9,-1.121342
2013m10,-1.030815
2013m11,-.9028256
2013m12,-1.032556
2014m1,-1.215963
2014m2,-1.144744
2014m3,-.7715442
2014m4,-.2640069
2014m5,-.1054816
2014m6,-.6071866
2014m7,-1.173393
2014m8,-1.475991
2014m9,-1.214847
2014m10,-.7185314
2014m11,-.4056367
2014m12,-.3331353
2015m1,-.4771066
2015m2,-.3184456
2015m3,-.0971269
2015m4,-.0083845
2015m5,-.1978735
2015m6,-.4711029
2015m7,-.7469764
2015m8,-.8161661
2015m9,-.5925871
2015m10,-.2804241
2015m11,-.0130885
2015m12,.0152351
2016m1,-.3059895
2016m2,-.4945394
2016m3,-.548
2016m4,-.5168622
