date,cat_family
2011m1,.319747
2011m2,.2077547
2011m3,.129398
2011m4,.0429537
2011m5,.1169329
2011m6,.3439308
2011m7,.8674989
2011m8,1.708932
2011m9,2.217064
2011m10,2.368777
2011m11,2.054575
2011m12,1.482045
2012m1,.9906686
2012m2,.5151789
2012m3,.0871744
2012m4,-.1536785
2012m5,-.317277
2012m6,-.2999548
2012m7,.2288373
2012m8,.9896035
2012m9,1.321868
2012m10,1.242263
2012m11,.8386777
2012m12,.515883
2013m1,.4818762
2013m2,.3444844
2013m3,.0234441
2013m4,-.4584134
2013m5,-.7927703
2013m6,-.9232497
2013m7,-.6136557
2013m8,.1134593
2013m9,.7746165
2013m10,.9287071
2013m11,.6211676
2013m12,.153995
2014m1,-.3750903
2014m2,-.7990733
2014m3,-1.107914
2014m4,-1.200825
2014m5,-1.228405
2014m6,-1.113041
2014m7,-.7758897
2014m8,-.2355204
2014m9,.1794381
2014m10,.2816869
2014m11,.0881218
2014m12,-.2420521
2015m1,-.5614665
2015m2,-.8535513
2015m3,-1.001932
2015m4,-1.177989
2015m5,-1.356673
2015m6,-1.305277
2015m7,-.9170439
2015m8,-.3216798
2015m9,-.0603377
2015m10,-.1781042
2015m11,-.5109149
2015m12,-.7863351
2016m1,-.8784984
2016m2,-.9262623
2016m3,-.757354
2016m4,-.3505306
