date,swb_job_satisfaction
2008m1,-.5948135
2008m2,-.6307141
2008m3,-.6764381
2008m4,-.7400936
2008m5,-.7200794
2008m6,-.7351653
2008m7,-.6409058
2008m8,-.2443083
2008m9,.1546342
2008m10,.5947793
2008m11,1.021037
2008m12,1.323705
2009m1,1.642406
2009m2,1.75221
2009m3,1.530595
2009m4,.9572805
2009m5,.4898833
2009m6,.4645672
2009m7,.4306289
2009m8,.5182329
2009m9,.7655098
2009m10,1.211673
2009m11,1.531146
2009m12,1.558205
2010m1,1.546759
2010m2,1.52447
2010m3,1.54009
2010m4,1.367087
2010m5,1.085974
2010m6,1.104359
2010m7,.9759976
2010m8,.6010773
2010m9,.3500516
2010m10,.2772374
2010m11,.3530939
2010m12,.5431353
2011m1,.4853199
2011m2,.209211
2011m3,-.1210682
2011m4,-.3395797
2011m5,-.4311383
2011m6,-.2823209
2011m7,-.1908585
2011m8,-.1319193
2011m9,-.0273399
2011m10,.0996961
2011m11,.0332487
2011m12,-.1793233
2012m1,-.3514187
2012m2,-.3773565
2012m3,-.4610771
2012m4,-.4914158
2012m5,-.4233503
2012m6,-.3861815
2012m7,-.3851882
2012m8,-.4278486
2012m9,-.3217869
2012m10,-.1607977
2012m11,-.2608476
2012m12,-.4807801
2013m1,-.6517126
2013m2,-.8014925
2013m3,-.8942291
2013m4,-.9926343
2013m5,-.9518865
2013m6,-.9954923
2013m7,-1.081092
2013m8,-1.18195
2013m9,-1.198849
2013m10,-1.010506
2013m11,-.8729821
2013m12,-.8847113
2014m1,-.9765577
2014m2,-1.19816
2014m3,-1.364655
2014m4,-1.444779
2014m5,-1.428837
2014m6,-1.344884
2014m7,-1.261558
2014m8,-1.269316
2014m9,-1.272614
2014m10,-1.197306
2014m11,-1.115932
2014m12,-1.123597
2015m1,-1.159046
2015m2,-1.248946
2015m3,-1.34262
2015m4,-1.484585
2015m5,-1.593995
2015m6,-1.559609
2015m7,-1.504597
2015m8,-1.436671
2015m9,-1.333288
2015m10,-1.303475
2015m11,-1.358203
2015m12,-1.340853
2016m1,-1.376555
2016m2,-1.346566
2016m3,-1.26321
2016m4,-1.125222
