date,cat_health_worries
2011m1,1.848083
2011m2,1.714559
2011m3,1.54024
2011m4,1.236494
2011m5,1.199668
2011m6,1.234053
2011m7,1.281905
2011m8,1.366694
2011m9,1.410931
2011m10,1.334557
2011m11,1.222943
2011m12,1.176595
2012m1,1.526291
2012m2,1.612207
2012m3,1.346761
2012m4,.9517537
2012m5,.7264711
2012m6,.4261743
2012m7,.194105
2012m8,.226193
2012m9,.3462293
2012m10,.3080894
2012m11,.1238082
2012m12,-.0576848
2013m1,.0061736
2013m2,.1563193
2013m3,.2090357
2013m4,.0196829
2013m5,-.3748016
2013m6,-.6235504
2013m7,-.6385192
2013m8,-.6173601
2013m9,-.4279236
2013m10,-.2943006
2013m11,-.4398827
2013m12,-.6943724
2014m1,-.7934271
2014m2,-.6801331
2014m3,-.4447656
2014m4,-.3696226
2014m5,-.4865352
2014m6,-.5666153
2014m7,-.6034468
2014m8,-.5305614
2014m9,-.4177205
2014m10,-.3750409
2014m11,-.5380542
2014m12,-.6023988
2015m1,-.3872482
2015m2,-.1692176
2015m3,-.2347811
2015m4,-.6449795
2015m5,-1.094604
2015m6,-1.251822
2015m7,-1.25745
2015m8,-1.206883
2015m9,-1.253304
2015m10,-1.27517
2015m11,-1.287554
2015m12,-1.356267
2016m1,-1.255401
2016m2,-.9979964
2016m3,-.5941414
2016m4,.0975156
