date,cat_job_growth
2011m1,1.230323
2011m2,1.141342
2011m3,.6694785
2011m4,.3278446
2011m5,-.0130458
2011m6,-.4854734
2011m7,-.7272744
2011m8,-.4283547
2011m9,-.2536021
2011m10,-.5806269
2011m11,-.7580165
2011m12,-.9385111
2012m1,-.7049146
2012m2,-.0402677
2012m3,.1745736
2012m4,.1325239
2012m5,-.2460049
2012m6,-.5866426
2012m7,-.951582
2012m8,-.8800077
2012m9,-.4474429
2012m10,-.4186053
2012m11,-.5981436
2012m12,-.7065556
2013m1,-.481871
2013m2,-.1357988
2013m3,.1022018
2013m4,.1380697
2013m5,-.2308923
2013m6,-.5248001
2013m7,-.7763454
2013m8,-.6983218
2013m9,-.5841683
2013m10,-.5128887
2013m11,-.5399175
2013m12,-.5943214
2014m1,-.459268
2014m2,-.1572225
2014m3,.1969798
2014m4,.2517075
2014m5,-.064675
2014m6,-.5523073
2014m7,-.5960575
2014m8,-.1400267
2014m9,.5576093
2014m10,.7972429
2014m11,.6101888
2014m12,.483392
2015m1,.5809844
2015m2,.8316388
2015m3,1.169399
2015m4,1.344136
2015m5,.6395608
2015m6,-.2833729
2015m7,-.8979481
2015m8,-.965665
2015m9,-.1998699
2015m10,.5991569
2015m11,.9532771
2015m12,1.026141
2016m1,.7974799
2016m2,.9678441
2016m3,1.388492
2016m4,2.049223
