date,cat_job_growth
2011m1,-.3100232
2011m2,.5712845
2011m3,.8929976
2011m4,.8552483
2011m5,.4729708
2011m6,.2235009
2011m7,-.008326
2011m8,-.2654561
2011m9,-.3879206
2011m10,-.313061
2011m11,-.0831211
2011m12,-.0339431
2012m1,.0844452
2012m2,.0554659
2012m3,.0613901
2012m4,.2589377
2012m5,.3030982
2012m6,.2818373
2012m7,.3533151
2012m8,.4135747
2012m9,.2851772
2012m10,.1109775
2012m11,.0125999
2012m12,-.0285573
2013m1,.0933743
2013m2,.172621
2013m3,.0954191
2013m4,.0698615
2013m5,-.2514392
2013m6,-.6287703
2013m7,-.7356545
2013m8,-.6803968
2013m9,-.4677315
2013m10,-.2728821
2013m11,-.4125238
2013m12,-.6238808
2014m1,-.3130512
2014m2,.1994497
2014m3,.6075912
2014m4,.5073556
2014m5,-.1481328
2014m6,-.8221519
2014m7,-1.179907
2014m8,-1.09623
2014m9,-.6936896
2014m10,-.4071975
2014m11,-.5156113
2014m12,-.6409956
2015m1,-.2296694
2015m2,.5136738
2015m3,.8483683
2015m4,.5493403
2015m5,-.2771527
2015m6,-1.407371
2015m7,-1.96395
2015m8,-1.745433
2015m9,-.9107442
2015m10,-.2196099
2015m11,.2230413
2015m12,.5907322
2016m1,1.110932
2016m2,1.8112
2016m3,2.478449
2016m4,2.966355
