date,swb_anger
2011m1,-.3683715
2011m2,-.5872954
2011m3,-.6600647
2011m4,-.5979404
2011m5,-.2238296
2011m6,.2513617
2011m7,.8820003
2011m8,1.211756
2011m9,1.1744
2011m10,.8173764
2011m11,.2803895
2011m12,-.2979184
2012m1,-.7557455
2012m2,-.9462335
2012m3,-.7391203
2012m4,-.3836852
2012m5,.0350118
2012m6,.4968859
2012m7,.9550003
2012m8,1.378926
2012m9,1.480531
2012m10,1.135524
2012m11,.5291021
2012m12,.0454385
2013m1,-.4208208
2013m2,-.6920921
2013m3,-.7869008
2013m4,-.7807474
2013m5,-.4247856
2013m6,.1038234
2013m7,.7256036
2013m8,1.524188
2013m9,1.869172
2013m10,1.518672
2013m11,1.041335
2013m12,.7500792
2014m1,.7196891
2014m2,.8720075
2014m3,.7806495
2014m4,.6019362
2014m5,.5901086
2014m6,.9954282
2014m7,1.434433
2014m8,1.920786
2014m9,2.087889
2014m10,1.756916
2014m11,1.334903
2014m12,.8750505
2015m1,.415517
2015m2,.1439343
2015m3,.1788722
2015m4,.3892922
2015m5,.6327037
2015m6,.9192343
2015m7,1.35003
2015m8,2.119806
2015m9,2.597766
2015m10,2.191197
2015m11,1.42075
2015m12,.8255449
2016m1,.4272862
2016m2,.3390028
2016m3,.3891562
2016m4,.2957468
