date,swb_job_satisfaction
2008m1,-.3541664
2008m2,-.3603218
2008m3,.0158017
2008m4,.5058085
2008m5,.6240516
2008m6,.3322058
2008m7,-.0955598
2008m8,-.1805945
2008m9,.2136034
2008m10,.8266203
2008m11,1.469462
2008m12,2.075117
2009m1,2.602834
2009m2,2.382238
2009m3,1.722883
2009m4,1.276813
2009m5,1.098169
2009m6,.9708982
2009m7,.7056857
2009m8,.8239141
2009m9,1.120344
2009m10,1.288213
2009m11,.8210202
2009m12,.3226633
2010m1,.0443852
2010m2,-.0526518
2010m3,-.2014998
2010m4,-.4722159
2010m5,-.6126382
2010m6,-.6308469
2010m7,-.5767503
2010m8,-.7201699
2010m9,-.7672948
2010m10,-.5803694
2010m11,-.2869965
2010m12,.1488485
2011m1,.6342934
2011m2,.9129476
2011m3,1.118077
2011m4,1.124372
2011m5,.5732419
2011m6,.2827081
2011m7,.401412
2011m8,.6746304
2011m9,.8560919
2011m10,.9750212
2011m11,1.002288
2011m12,.6979487
2012m1,.5206124
2012m2,.4905528
2012m3,.362405
2012m4,.2884241
2012m5,.0760676
2012m6,-.0640531
2012m7,.0849257
2012m8,.3852536
2012m9,.6192726
2012m10,.6835092
2012m11,.6525514
2012m12,.3801402
2013m1,.3422761
2013m2,.500755
2013m3,.5058535
2013m4,.5540514
2013m5,.7571199
2013m6,.8037157
2013m7,.4599019
2013m8,.1263927
2013m9,-.0633251
2013m10,-.0568715
2013m11,-.1621953
2013m12,-.1615892
2014m1,-.0235295
2014m2,.036015
2014m3,-.2474771
2014m4,-.5422446
2014m5,-.7283573
2014m6,-.8213307
2014m7,-.858529
2014m8,-.8964988
2014m9,-.8798138
2014m10,-1.064313
2014m11,-1.360001
2014m12,-1.404582
2015m1,-1.224462
2015m2,-1.026666
2015m3,-.8452678
2015m4,-.9868523
2015m5,-1.377837
2015m6,-1.582001
2015m7,-1.537312
2015m8,-1.334208
2015m9,-.9875167
2015m10,-.7703196
2015m11,-.8039659
2015m12,-.9573697
2016m1,-1.114825
2016m2,-.956737
2016m3,-.5682739
2016m4,.0140486
